time,patched_value_cfs,proxy_sum_q_cfs,proxy_adjusted_q_cfs
2021-11-02,583.3199792704802,630.0,583.3199792704802
2021-11-03,576.3199792704802,623.0,576.3199792704802
2021-11-04,577.3199792704802,624.0,577.3199792704802
2021-11-05,566.3199792704802,613.0,566.3199792704802
2021-11-06,553.3199792704802,600.0,553.3199792704802
2021-11-07,546.3199792704802,593.0,546.3199792704802
2021-11-08,544.3199792704802,591.0,544.3199792704802
2021-11-09,530.3199792704802,577.0,530.3199792704802
2021-11-10,530.3199792704802,577.0,530.3199792704802
2021-11-11,533.3199792704802,580.0,533.3199792704802
2021-11-12,533.3199792704802,580.0,533.3199792704802
2021-11-13,534.3199792704802,581.0,534.3199792704802
2021-11-14,528.3199792704802,575.0,528.3199792704802
2021-11-15,530.3199792704802,577.0,530.3199792704802
2021-11-16,526.3199792704802,573.0,526.3199792704802
2021-11-17,521.3199792704802,568.0,521.3199792704802
2021-11-18,525.3199792704802,572.0,525.3199792704802
2021-11-19,519.3199792704802,566.0,519.3199792704802
2021-11-20,506.31997927048013,553.0,506.31997927048013
2021-11-21,510.31997927048013,557.0,510.31997927048013
2021-11-22,512.3199792704802,559.0,512.3199792704802
2021-11-23,505.31997927048013,552.0,505.31997927048013
2021-11-24,511.31997927048013,558.0,511.31997927048013
2021-11-25,510.31997927048013,557.0,510.31997927048013
2021-11-26,509.31997927048013,556.0,509.31997927048013
2021-11-27,493.31997927048013,540.0,493.31997927048013
2021-11-28,501.31997927048013,548.0,501.31997927048013
2021-11-29,504.31997927048013,551.0,504.31997927048013
2021-11-30,496.31997927048013,543.0,496.31997927048013
2021-12-01,486.31997927048013,533.0,486.31997927048013
2021-12-02,486.31997927048013,533.0,486.31997927048013
2021-12-03,492.31997927048013,539.0,492.31997927048013
2021-12-04,491.31997927048013,538.0,491.31997927048013
2021-12-05,489.31997927048013,536.0,489.31997927048013
2021-12-06,489.31997927048013,536.0,489.31997927048013
2021-12-07,487.31997927048013,534.0,487.31997927048013
2021-12-08,487.31997927048013,534.0,487.31997927048013
2021-12-09,495.31997927048013,542.0,495.31997927048013
2021-12-10,552.3199792704802,599.0,552.3199792704802
2021-12-11,492.31997927048013,539.0,492.31997927048013
2021-12-12,443.31997927048013,490.0,443.31997927048013
2021-12-13,435.31997927048013,482.0,435.31997927048013
2021-12-14,455.31997927048013,502.0,455.31997927048013
2021-12-15,466.31997927048013,513.0,466.31997927048013
2021-12-16,466.31997927048013,513.0,466.31997927048013
2021-12-17,458.31997927048013,505.0,458.31997927048013
2021-12-18,438.31997927048013,485.0,438.31997927048013
2021-12-19,436.31997927048013,483.0,436.31997927048013
2021-12-20,432.31997927048013,479.0,432.31997927048013
2021-12-21,427.31997927048013,474.0,427.31997927048013
2021-12-22,425.31997927048013,472.0,425.31997927048013
2021-12-23,446.31997927048013,493.0,446.31997927048013
2021-12-24,549.3199792704802,596.0,549.3199792704802
2021-12-25,691.3199792704802,738.0,691.3199792704802
2021-12-26,540.3199792704802,587.0,540.3199792704802
2021-12-27,506.31997927048013,553.0,506.31997927048013
2021-12-28,489.31997927048013,536.0,489.31997927048013
2021-12-29,490.31997927048013,537.0,490.31997927048013
2021-12-30,486.31997927048013,533.0,486.31997927048013
2021-12-31,483.31997927048013,530.0,483.31997927048013
2022-01-01,485.31997927048013,532.0,485.31997927048013
2022-01-02,467.31997927048013,514.0,467.31997927048013
2022-01-03,438.31997927048013,485.0,438.31997927048013
2022-01-04,484.31997927048013,531.0,484.31997927048013
2022-01-05,508.31997927048013,555.0,508.31997927048013
2022-01-06,526.3199792704802,573.0,526.3199792704802
2022-01-07,535.3199792704802,582.0,535.3199792704802
2022-01-08,529.3199792704802,576.0,529.3199792704802
2022-01-09,522.3199792704802,569.0,522.3199792704802
