date,dam_safety,flood_safety,niip_delivery,hydropower,esa_min_flow,storage,spring_peak_release
2016-09-06,0,0,3,0.128396636,2.44110439,2.36843335,-0.0634920635
2016-09-07,0,0,3,0.164007922,2.43110113,2.36765325,-0.0634920635
2016-09-08,0,0,3,0.164973223,2.39655211,2.36649593,-0.0634920635
2016-09-09,0,0,3,0.201656697,2.38517193,2.36518727,-0.0634920635
2016-09-10,0,0,3,0.249163701,2.39615282,2.36395466,-0.0634920635
2016-09-11,0,0,3,0.27443202,2.4026735,2.36215851,-0.0634920635
2016-09-12,0,0,3,0.289818217,2.40693935,2.36031766,-0.0634920635
2016-09-13,0,0,3,0.2959043,2.40989604,2.35864526,-0.0634920635
2016-09-14,0,0,3,0.297104485,2.41138924,2.35701757,-0.0634920635
2016-09-15,0,0,3,0.271534623,2.40752056,2.35451593,-0.0634920635
2016-09-16,0,0,3,0.237527035,2.40092886,2.35237013,-0.0634920635
2016-09-17,0,0,3,0.251165621,2.40424678,2.35044604,-0.0634920635
2016-09-18,0,0,3,0.259211678,2.40626915,2.34876843,-0.0634920635
2016-09-19,0,0,3,0.286147303,2.41306196,2.3474467,-0.0634920635
2016-09-20,0,0,3,0.299113203,2.41733615,2.34491915,-0.0634920635
2016-09-21,0,0,3,0.293471799,2.41726764,2.34436962,-0.0634920635
2016-09-22,0,0,3,0.244964574,2.4059782,2.34512841,-0.0634920635
2016-09-23,0,0,-0.159137576,0.356940207,2.49664841,2.3452627,-0.0634920635
2016-09-24,0,0,-0.205714286,0.7244083,0,2.34466751,-0.0634920635
2016-09-25,0,0,-0.279517548,0.446834015,0,2.34492066,-0.0634920635
2016-09-26,0,0,-0.168223474,0.32023622,0,2.3449774,-0.0634920635
2016-09-27,0,0,3,0.0431054358,0,2.34491407,-0.0634920635
2016-09-28,0,0,-0.0990087257,0.25807306,0,2.34453795,-0.0634920635
2016-09-29,0,0,3,0.171179005,0,2.34425982,-0.0634920635
2016-09-30,0,0,-0.30618358,0.486730746,0,2.343723,-0.0634920635
2016-10-01,0,0,-0.322696058,0.515445573,0,2.34327645,-0.05
2016-10-02,0,0,-0.324212435,0.513004545,0,2.34241859,-0.05
2016-10-03,0,0,-0.253696818,0.396909403,2.49899402,2.34197511,-0.05
2016-10-04,0,0,-0.312498961,0.498541547,2.49971456,2.34136519,-0.05
2016-10-05,0,0,-0.328404857,0.649900938,2.49995813,2.34047234,-0.05
2016-10-06,0,0,-0.317303015,0.535078477,2.49975305,2.3395361,-0.05
2016-10-07,0,0,-0.302794588,0.508909017,2.49954308,2.3389191,-0.05
2016-10-08,0,0,-0.306307814,0.561159457,2.49970697,2.33766999,-0.05
2016-10-09,0,0,-0.153648221,0.281823228,2.48834733,2.33773184,-0.05
2016-10-10,0,0,-0.317156657,0.467325969,2.49949613,2.33730897,-0.05
2016-10-11,0,0,-0.319891865,0.580417946,2.49981755,2.33644664,-0.05
2016-10-12,0,0,-0.307390045,0.536205886,2.49955274,2.33574954,-0.05
2016-10-13,0,0,-0.153435676,0.277992583,2.48283723,2.33511996,-0.05
2016-10-14,0,0,-0.281811179,0.472376209,2.49848003,2.3340275,-0.05
2016-10-15,0,0,-0.265704111,0.418944637,2.4969124,2.33334847,-0.05
2016-10-16,0,0,-0.23969638,0.394401116,2.49374824,2.33231874,-0.05
2016-10-17,0,0,-0.272712742,0.468442778,2.49736368,2.33101763,-0.05
2016-10-18,0,0,-0.137142857,0.627818212,2.49966672,2.32950474,-0.05
2016-10-19,0,0,-0.137142857,0.615767121,2.49956177,2.32781118,-0.05
2016-10-20,0,0,-0.137142857,0.59952376,2.49954795,2.32664781,-0.05
2016-10-21,0,0,-0.137142857,0.590988053,2.49939652,2.32507834,-0.05
2016-10-22,0,0,-0.137142857,0.577969312,2.49923484,2.32377035,-0.05
2016-10-23,0,0,-0.137142857,0.564836969,2.49925258,2.32251596,-0.05
2016-10-24,0,0,-0.137142857,0.554157299,2.49911554,2.32124331,-0.05
2016-10-25,0,0,-0.137142857,0.541749233,2.49910038,2.32018921,-0.05
2016-10-26,0,0,-0.137142857,0.532354093,2.49900431,2.31939756,-0.05
2016-10-27,0,0,-0.12,0.526012888,2.49901914,2.31840703,-0.05
2016-10-28,0,0,-0.12,0.518829578,2.49872931,2.31744386,-0.05
2016-10-29,0,0,-0.12,0.511867989,2.49835902,2.3162858,-0.05
2016-10-30,0,0,-0.12,0.501530933,2.49816048,2.31538329,-0.05
2016-10-31,0,0,-0.12,0.493958815,2.49788593,2.31427931,-0.05
2016-11-01,0,0,-0.12,0.483609844,2.49774554,2.31320417,-0.05
2016-11-02,0,0,-0.12,0.474058597,2.49746861,2.31194396,-0.05
2016-11-03,0,0,-0.12,0.463695893,2.49686288,2.31094316,-0.05
2016-11-04,0,0,-0.12,0.452088646,2.49731475,2.31045532,-0.05
2016-11-05,0,0,-0.12,0.438733246,2.49881573,2.31069661,-0.05
2016-11-06,0,0,-0.12,0.438002189,2.4991249,2.31069768,-0.05
2016-11-07,0,0,-0.102857143,0.444260918,2.49864129,2.31045464,-0.05
2016-11-08,0,0,-0.102857143,0.445177812,2.49812027,2.30989873,-0.05
2016-11-09,0,0,-0.102857143,0.442231529,2.49758143,2.3094971,-0.05
2016-11-10,0,0,-0.102857143,0.439586191,2.49723134,2.30865679,-0.05
2016-11-11,0,0,-0.102857143,0.432204405,2.49694144,2.30807018,-0.05
2016-11-12,0,0,-0.102857143,0.427930898,2.49642105,2.30705457,-0.05
2016-11-13,0,0,-0.102857143,0.419570613,2.49573579,2.30628926,-0.05
2016-11-14,0,0,-0.102857143,0.413755534,2.49490323,2.3057735,-0.05
2016-11-15,0,0,-0.102857143,0.412521311,2.49255912,2.30504229,-0.05
2016-11-16,0,0,-0.0857142857,0.408245569,2.49150762,2.30410548,-0.05
2016-11-17,0,0,-0.0857142857,0.400199669,2.49029916,2.30278779,-0.05
2016-11-18,0,0,-0.0857142857,0.388850978,2.48840554,2.30233015,-0.05
2016-11-19,0,0,-0.0857142857,0.385497251,2.48692894,2.30172428,-0.05
2016-11-20,0,0,-0.0857142857,0.382663819,2.48214215,2.3006743,-0.05
2016-11-21,0,0,-0.0857142857,0.357640952,2.49551875,2.30245066,-0.05
2016-11-22,0,0,-0.0857142857,0.363427973,2.49858484,2.30303708,-0.05
2016-11-23,0,0,-0.0685714286,0.382459002,2.49578439,2.30307883,-0.05
2016-11-24,0,0,-0.0685714286,0.387729562,2.49328719,2.30240186,-0.05
2016-11-25,0,0,-0.0685714286,0.384994024,2.49012021,2.30217223,-0.05
2016-11-26,0,0,-0.0685714286,0.383637234,2.48915914,2.30150013,-0.05
2016-11-27,0,0,-0.0685714286,0.379653038,2.48586286,2.30061404,-0.05
2016-11-28,0,0,-0.0685714286,0.370242117,2.48651872,2.3002067,-0.05
2016-11-29,0,0,-0.0685714286,0.367127531,2.48521836,2.3002628,-0.05
2016-11-30,0,0,-0.0685714286,0.368514459,2.48397723,2.29964353,-0.05
2016-12-01,0,0,-0.0514285714,0.36488695,2.48253605,2.29904176,-0.05
2016-12-02,0,0,-0.0514285714,0.360489531,2.47953159,2.29827236,-0.05
2016-12-03,0,0,-0.0514285714,0.352882483,2.4792193,2.29738533,-0.05
2016-12-04,0,0,-0.0514285714,0.344605554,2.4778931,2.2969676,-0.05
2016-12-05,0,0,-0.0514285714,0.344142926,2.46848768,2.29632569,-0.05
2016-12-06,0,0,-0.0514285714,0.337326329,2.46949738,2.29593244,-0.05
2016-12-07,0,0,-0.0685714286,0.330604936,2.47229817,2.29510626,-0.05
2016-12-08,0,0,-0.0857142857,0.324490021,2.4599587,2.29472687,-0.05
2016-12-09,0,0,-0.0857142857,0.321245977,2.45765789,2.29414481,-0.05
2016-12-10,0,0,-0.0857142857,0.315416678,2.45749154,2.29381131,-0.05
2016-12-11,0,0,-0.0857142857,0.310267882,2.46402179,2.29348524,-0.05
2016-12-12,0,0,-0.0857142857,0.309248408,2.45550398,2.29337117,-0.05
2016-12-13,0,0,-0.0857142857,0.309283373,2.45027201,2.29324977,-0.05
2016-12-14,0,0,-0.0857142857,0.307978443,2.45063344,2.29312625,-0.05
2016-12-15,0,0,-0.0857142857,0.306878126,2.44990514,2.2927702,-0.05
2016-12-16,0,0,-0.0857142857,0.301569491,2.45747795,2.29355599,-0.05
2016-12-17,0,0,-0.0857142857,0.293298785,2.49080657,2.29595194,-0.05
2016-12-18,0,0,-0.0685714286,0.321227721,2.48881759,2.29620581,-0.05
2016-12-19,0,0,-0.0685714286,0.333844348,2.47106097,2.29573292,-0.05
2016-12-20,0,0,-0.0685714286,0.3345189,2.45168676,2.29502417,-0.05
2016-12-21,0,0,-0.0685714286,0.324339312,2.46367299,2.29480319,-0.05
2016-12-22,0,0,-0.0685714286,0.312664067,2.4852212,2.2975535,-0.05
2016-12-23,0,0,-0.0685714286,0.328634296,2.49515117,2.29887542,-0.05
2016-12-24,0,0,-0.0685714286,0.339283517,2.4962471,2.29992649,-0.05
2016-12-25,0,0,-0.0685714286,0.351117439,2.49578924,2.30113567,-0.05
2016-12-26,0,0,-0.0685714286,0.367962808,2.4934213,2.3011583,-0.05
2016-12-27,0,0,-0.0685714286,0.376300464,2.48575116,2.30047508,-0.05
2016-12-28,0,0,-0.0685714286,0.374650842,2.4766113,2.29980164,-0.05
2016-12-29,0,0,-0.0685714286,0.367325372,2.47777074,2.29916005,-0.05
2016-12-30,0,0,-0.0514285714,0.362001671,2.47891776,2.29853539,-0.05
2016-12-31,0,0,-0.0514285714,0.355919647,2.47849784,2.29814926,-0.05
2017-01-01,0,0,-0.0514285714,0.35205832,2.47844834,2.29801104,-0.05
2017-01-02,0,0,-0.0514285714,0.350952441,2.47785131,2.29785917,-0.05
2017-01-03,0,0,-0.0514285714,0.349274053,2.47817311,2.29793603,-0.05
2017-01-04,0,0,-0.0514285714,0.349934094,2.47837165,2.29756587,-0.05
2017-01-05,0,0,-0.0514285714,0.346250115,2.47836256,2.29833547,-0.05
2017-01-06,0,0,-0.0514285714,0.334866193,2.49648367,2.29981221,-0.05
2017-01-07,0,0,-0.0514285714,0.360872252,2.48986305,2.29984785,-0.05
2017-01-08,0,0,-0.0514285714,0.36624746,2.48368279,2.29964762,-0.05
2017-01-09,0,0,-0.0514285714,0.367362976,2.47805334,2.2994466,-0.05
2017-01-10,0,0,-0.0514285714,0.344273349,2.49705233,2.30177489,-0.05
2017-01-11,0,0,-0.0514285714,0.367100842,2.4972212,2.30267835,-0.05
2017-01-12,0,0,-0.0514285714,0.380933947,2.49564109,2.30351376,-0.05
2017-01-13,0,0,-0.0514285714,0.392303308,2.49421325,2.30385755,-0.05
2017-01-14,0,0,-0.0514285714,0.398652759,2.49237244,2.30395837,-0.05
2017-01-15,0,0,-0.0514285714,0.392358465,2.49621578,2.30496776,-0.05
2017-01-16,0,0,-0.0342857143,0.402487584,2.49681712,2.30750669,-0.05
2017-01-17,0,0,0,0.429255124,2.49739301,2.3083747,-0.05
2017-01-18,0,0,0,0.438014786,2.49737585,2.30875817,-0.05
2017-01-19,0,0,0,0.443556501,2.49691254,2.3091202,-0.05
2017-01-20,0,0,0,0.448567297,2.49647579,2.30949862,-0.05
2017-01-21,0,0,0,0.446651373,2.4979637,2.30989521,-0.05
2017-01-22,0,0,0,0.453201813,2.4973886,2.31002691,-0.05
2017-01-23,0,0,0,0.45414424,2.49748469,2.31038737,-0.05
2017-01-24,0,0,0,0.455921658,2.49788657,2.31030127,-0.05
2017-01-25,0,0,0,0.4570877,2.49742796,2.30997822,-0.05
2017-01-26,0,0,0,0.457767354,2.49624766,2.30940213,-0.05
2017-01-27,0,0,0,0.456669823,2.49410794,2.30829898,-0.05
2017-01-28,0,0,0,0.44652957,2.49357446,2.30737777,-0.05
2017-01-29,0,0,0,0.435469992,2.49460823,2.30672452,-0.05
2017-01-30,0,0,0,0.433728263,2.49145752,2.30608497,-0.05
2017-01-31,0,0,0,0.426509212,2.49209312,2.30569152,-0.05
2017-02-01,0,0,0,0.419517148,2.4940975,2.30576886,-0.05
2017-02-02,0,0,0,0.419167373,2.49469971,2.30584577,-0.05
2017-02-03,0,0,0,0.420302623,2.49451296,2.30591114,-0.05
2017-02-04,0,0,0,0.421004351,2.49449545,2.3062028,-0.05
2017-02-05,0,0,0,0.421180649,2.4957741,2.30671566,-0.05
2017-02-06,0,0,0,0.426269265,2.49579992,2.30720524,-0.05
2017-02-07,0,0,0,0.429231741,2.49652459,2.30813586,-0.05
2017-02-08,0,0,0,0.431936222,2.49817992,2.31106537,-0.05
2017-02-09,0,0,0,0.446152968,0,2.31438521,-0.05
2017-02-10,0,0,0,0.48051032,2.49952981,2.31667806,-0.05
2017-02-11,0,0,0,0.502440559,2.49957238,2.3191354,-0.05
2017-02-12,0,0,0,0.521613554,2.49974567,2.32199955,-0.05
2017-02-13,0,0,0,0.543061742,2.49987351,2.32677572,-0.05
2017-02-14,0,0,0,0.583654513,0,2.33004984,-0.05
2017-02-15,0,0,-0.359520225,0.527944621,2.4998096,2.33204219,-0.05
2017-02-16,0,0,-0.327189104,0.451194487,2.49914583,2.33387614,-0.05
2017-02-17,0,0,-0.32093799,0.466213048,2.49926583,2.33587837,-0.05
2017-02-18,0,0,-0.188571429,0.65162274,2.49994955,2.33780349,-0.05
2017-02-19,0,0,-0.137142857,0.669928657,2.49997074,2.34033687,-0.05
2017-02-20,0,0,-0.137142857,0.68863177,0,2.34279082,-0.05
2017-02-21,0,0,-0.137142857,0.712362528,2.49998342,2.34448056,-0.05
2017-02-22,0,0,-0.137142857,0.726755948,2.49998631,2.34702007,-0.05
2017-02-23,0,0,-0.335375235,0.671714897,2.4999789,2.34935504,-0.05
2017-02-24,0,0,-0.319647395,0.590221615,2.49993736,2.35044162,-0.05
2017-02-25,0,0,-0.154285714,0.775923507,2.49999237,2.35080484,-0.05
2017-02-26,0,0,-0.154285714,0.782683375,2.4999892,2.35137096,-0.05
2017-02-27,0,0,-0.288969189,0.685021606,2.49995311,2.35193808,-0.05
2017-02-28,0,0,-0.137142857,0.790097722,2.49999359,2.35364748,-0.05
2017-03-01,0,0,-0.294814429,0.736232376,2.49998233,2.35375468,-0.05
2017-03-02,0,0,-0.2712388,0.709258723,2.4999531,2.35373157,-0.05
2017-03-03,0,0,-0.258242739,0.779440131,2.49997833,2.35343744,-0.05
2017-03-04,0,0,-0.259567364,0.643595247,2.49988343,2.35388784,-0.05
2017-03-05,0,0,-0.154285714,0.812022746,2.49998869,2.35435663,-0.05
2017-03-06,0,0,-0.254714539,0.648927825,2.49988584,2.35478581,-0.05
2017-03-07,0,0,-0.258837476,0.684784506,2.49992408,2.35530387,-0.05
2017-03-08,0,0,-0.251024578,0.785193758,2.49997665,2.35521358,-0.05
2017-03-09,0,0,-0.249407307,0.655372399,2.49988709,2.35562074,-0.05
2017-03-10,0,0,-0.137142857,0.826917179,2.49999171,2.35669537,-0.05
2017-03-11,0,0,-0.292110976,0.673642047,2.49996859,2.35953777,-0.05
2017-03-12,0,0,-0.154285714,0.848284086,0,2.36349437,-0.05
2017-03-13,0,0,-0.302437536,0.771271791,0,2.36823585,-0.05
2017-03-14,0,0,-0.137142857,0.920689129,0,2.3737685,-0.05
2017-03-15,0,0,-0.278166502,0.913173936,0,2.38032755,-0.05
2017-03-16,0,0,-0.267002014,0.909743435,0,2.38828133,-0.05
2017-03-17,0,0,-0.137142857,1.07853951,0,2.39765215,-0.05
2017-03-18,0,0,-0.137142857,1.149154,0,2.40746786,-0.05
2017-03-19,0,0,-0.137142857,1.21134462,0,2.4191224,-0.05
2017-03-20,0,0,-0.137142857,1.17482365,0,2.43077862,-0.05
2017-03-21,0,0,-0.151624524,1.15430623,0,2.44159098,-0.05
2017-03-22,0,0,-0.134443993,1.1555814,0,2.4527042,-0.05
2017-03-23,0,0,-0.110509805,1.1238269,0,2.46079187,-0.05
2017-03-24,0,0,-0.0921875892,1.10869617,0,2.46828911,-0.05
2017-03-25,0,0,-0.0756484018,1.08629252,0,2.47463998,-0.05
2017-03-26,0,0,-0.0352456917,1.11227722,0,2.48054877,-0.05
2017-03-27,0,0,3,1.18682771,0,2.48566566,-0.05
2017-03-28,0,0,3,1.18091952,0,2.49005981,-0.05
2017-03-29,0,0,3,1.13554402,0,2.4935827,-0.05
2017-03-30,0,0,3,1.1908038,0,2.49661564,-0.05
2017-03-31,0,0,3,1.11600566,0,2.49951945,-0.05
2017-04-01,0,0,3,1.01800093,0,2.49124202,-0.05
2017-04-02,0,0,3,1.01442328,0,2.48162317,-0.05
2017-04-03,0,0,3,1.01177722,0,2.4660915,-0.05
2017-04-04,0,0,3,1.00730458,0,2.45277142,-0.05
2017-04-05,0,0,3,1.00385469,0,2.43164793,-0.05
2017-04-06,0,0,3,1.10577329,0,2.4147395,-0.05
2017-04-07,0,0,3,1.09016298,0,2.3994148,-0.05
2017-04-08,0,0,3,1.08370373,0,2.39644686,-0.05
2017-04-09,0,0,3,1.08324452,0,2.38539194,-0.05
2017-04-10,0,0,3,1.02724917,0,2.37379195,-0.05
2017-04-11,0,0,3,1.11654782,0,2.36339369,-0.05
2017-04-12,0,0,3,1.11859903,0,2.3529554,-0.05
2017-04-13,0,0,3,1.15323717,0,2.33519388,-0.05
2017-04-14,0,0,3,1.15674069,0,2.3122191,-0.05
2017-04-15,0,0,3,1.12949929,0,2.2839677,-0.05
2017-04-16,0,0,3,1.10229733,0,2.25560761,-0.05
2017-04-17,0,0,3,1.08639612,0,2.22468972,-0.05
2017-04-18,0,0,3,1.159,0,2.19623126,-0.05
2017-04-19,0,0,3,1.0937454,0,2.1617444,-0.05
2017-04-20,0,0,3,1.10230689,0,2.13627843,-0.05
2017-04-21,0,0,3,1.06744706,0,2.12153946,-0.05
2017-04-22,0,0,3,1.06147156,0,2.10069948,-0.05
2017-04-23,0,0,3,1.04537331,0,2.08045531,-0.05
2017-04-24,0,0,3,1.07827226,0,2.05773456,-0.05
2017-04-25,0,0,3,1.03912511,0,2.04186771,-0.05
2017-04-26,0,0,3,1.04221888,0,2.03429853,-0.05
2017-04-27,0,0,3,1.02603814,0,2.03351622,-0.05
2017-04-28,0,0,3,0.962915871,0,2.03548997,-0.05
2017-04-29,0,0,3,0.929445956,0,2.04046023,-0.05
2017-04-30,0,0,3,0.929649,0,2.04432605,-0.05
2017-05-01,0,0,3,0.963477652,0,2.05886474,-0.05
2017-05-02,0,0,3,1.05696997,0,2.06358969,-0.05
2017-05-03,0,0,2.97613061,1.10142905,0,2.08594909,-0.05
2017-05-04,0,0,2.99051735,1.10310336,0,2.08060829,-0.05
2017-05-05,0,0,2.9883228,1.1019329,0,2.06115107,-0.05
2017-05-06,0,0,3,1.06988268,0,2.05423211,-0.05
2017-05-07,0,0,3,1.02879225,0,2.03915759,-0.05
2017-05-08,0,0,2.97468039,1.08693169,0,2.01866671,-0.05
2017-05-09,0,0,3,1.07809562,0,2.00329298,-2.07698133
2017-05-10,0,0,3,1.24095508,0,2.00419861,-1.99619048
2017-05-11,0,0,3,1.03121855,0,1.95720485,-2.46294355
2017-05-12,0,0,3,1.09196011,0,1.94294383,-2.4851895
2017-05-13,0,0,3,1.08291177,0,1.93401738,-2.29502212
2017-05-14,0,0,3,1.24425333,0,1.91175426,-1.83365079
2017-05-15,0,0,2.90647844,1.08919263,0,1.88488124,-1.99040681
2017-05-16,0,0,2.91533469,1.04704836,0,1.85613706,-2.07557164
2017-05-17,0,0,3,1.24610368,0,1.84543407,-1.96571429
2017-05-18,0,0,3,1.0305274,0,1.83133119,-2.52766117
2017-05-19,0,0,3,1.16349314,0,1.82707326,-2.50601496
2017-05-20,0,0,3,1.24712312,0,1.8269066,-2.48994718
2017-05-21,0,0,3,1.2470918,0,1.82851491,-2.5143578
2017-05-22,0,0,3,1.24697048,0,1.8355603,-2.48222835
2017-05-23,0,0,2.89276646,1.24698175,0,1.84199014,-2.36382203
2017-05-24,0,0,2.8951878,1.2468679,0,1.84575131,-2.34440659
2017-05-25,0,0,3,1.24681887,0,1.84129778,-2.40614217
2017-05-26,0,0,3,1.19623469,0,1.83243115,-2.30578244
2017-05-27,0,0,2.94355189,1.12373758,0,1.82064709,-2.23534036
2017-05-28,0,0,3,1.10058601,0,1.80993332,-2.29261102
2017-05-29,0,0,3,1.10179978,0,1.79899312,-2.3468495
2017-05-30,0,0,3,1.04876298,0,1.78497385,-2.3792706
2017-05-31,0,0,2.89754089,1.08365213,0,1.76898653,-2.21448398
2017-06-01,0,0,2.92833884,1.02505781,0,1.75751602,-2.20895434
2017-06-02,0,0,2.97258202,1.24945933,0,1.7463459,-1.85904762
2017-06-03,0,-0.0160248865,3,1.2502852,0,1.72839996,-1.72383891
2017-06-04,0,-0.0389911915,3,1.25095074,0,1.70735198,-1.75637893
2017-06-05,0,-0.0552671232,2.8711493,1.25187278,0,1.68126771,-1.72977073
2017-06-06,0,-0.0542013866,2.85849515,1.25291452,0,1.64763346,-1.73477776
2017-06-07,0,-0.0450975238,3,1.25360146,0,1.62161548,-1.78452353
2017-06-08,0,-0.0304034158,2.85637192,1.25448754,0,1.59571151,-1.72472993
2017-06-09,0,-0.048033989,2.79757251,1.25531245,0,1.57115599,-1.72128502
2017-06-10,0,-0.0640589103,2.78758967,1.25593577,0,1.55157691,-1.73798141
2017-06-11,0,-0.062461505,2.78015132,1.25644299,0,1.53511208,-1.73788442
2017-06-12,0,-0.0420786645,2.77248355,1.25656267,0,1.52948175,-1.73522502
2017-06-13,0,-0.0203881502,2.77008298,1.256542,0,1.53005017,-1.70477386
2017-06-14,0,0,2.79053928,1.25611895,0,1.5382691,-1.78793651
2017-06-15,0,0,2.79225828,1.25534228,0,1.55567243,-1.9047619
2017-06-16,0,0,2.79691042,1.2550088,0,1.56901845,-1.86412698
2017-06-17,0,0,2.81384499,1.25483584,0,1.5798296,-1.78285714
2017-06-18,0,0,2.85691908,1.25473293,0,1.5919978,-1.64571429
2017-06-19,0,-0.00806972243,2.83231907,1.25481424,0,1.59532991,-1.5357233
2017-06-20,0,0,2.84619221,1.25464791,0,1.59997354,-1.56444444
2017-06-21,0,0,2.85736472,1.08051328,0,1.60926288,-0.721314041
2017-06-22,0,0,2.81234924,1.04128634,0,1.62199969,-0.801051511
2017-06-23,0,0,2.81959968,1.04795935,0,1.63762886,-0.785868554
2017-06-24,0,0,2.83952244,1.06693288,0,1.65573816,-0.745677484
2017-06-25,0,0,2.855273,1.07922694,0,1.67788672,-0.720216973
2017-06-26,0,0,2.91357329,1.1175095,0,1.69756784,-0.0634920635
2017-06-27,0,0,2.84152837,1.05960886,0,1.72182595,-0.0634920635
2017-06-28,0,0,2.85447533,1.07295925,0,1.7455082,-0.0634920635
2017-06-29,0,0,2.86180988,1.07832518,0,1.7702153,-0.0634920635
2017-06-30,0,0,2.85914807,1.05549672,0,1.7937257,-0.0634920635
2017-07-01,0,0,2.86815739,1.07043759,0,1.81939899,-0.0634920635
2017-07-02,0,0,2.87611882,1.07475222,0,1.84397851,-0.0634920635
2017-07-03,0,0,2.88564659,1.08815769,0,1.87345033,-0.0634920635
2017-07-04,0,0,2.89956704,1.05941171,0,1.89961069,-0.0634920635
2017-07-05,0,0,2.90190583,1.09088813,0,1.9271599,-0.0634920635
2017-07-06,0,0,2.92288101,1.06625338,0,1.9530599,-0.0634920635
2017-07-07,0,0,2.92277986,1.09021162,0,1.98260654,-0.0634920635
2017-07-08,0,0,2.93545702,1.09318585,0,2.00902985,-0.0634920635
2017-07-09,0,0,2.9664875,1.07373171,0,2.03329252,-0.0634920635
2017-07-10,0,0,2.95269896,1.10959679,0,2.05806956,-0.0634920635
2017-07-11,0,0,2.98890729,1.08504454,0,2.08101236,-0.0634920635
2017-07-12,0,0,3,1.07469788,0,2.10802856,-0.0634920635
2017-07-13,0,0,2.99187958,1.11714597,0,2.13136806,-0.0634920635
2017-07-14,0,0,2.98597893,1.14634212,0,2.15457142,-0.0634920635
2017-07-15,0,0,3,1.10815008,0,2.17994178,-0.0634920635
2017-07-16,0,0,3,1.1410132,0,2.20216855,-0.0634920635
2017-07-17,0,0,3,1.1599085,0,2.2255967,-0.0634920635
2017-07-18,0,0,3,1.20294441,0,2.24531519,-0.05
2017-07-19,0,0,3,1.14812139,0,2.26710359,-0.0634920635
2017-07-20,0,0,3,1.22364074,0,2.28793036,-0.05
2017-07-21,0,0,3,1.11560487,0,2.31134797,-0.0634920635
2017-07-22,0,0,3,1.03875121,0,2.33031196,-0.05
2017-07-23,0,0,3,1.09426869,0,2.35005941,-0.05
2017-07-24,0,0,3,1.15403007,0,2.36302511,-0.0634920635
2017-07-25,0,0,3,1.19939291,0,2.38137821,-0.0634920635
2017-07-26,0,0,3,0.982078585,0,2.39950408,-0.05
2017-07-27,0,0,3,0.956308025,0,2.41726695,-0.05
2017-07-28,0,0,3,1.00858534,0,2.43564118,-0.05
2017-07-29,0,0,3,0.942905663,0,2.44934729,-0.05
2017-07-30,0,0,3,1.04124312,0,2.45413026,-0.0634920635
2017-07-31,0,0,3,1.16963668,0,2.46902506,-0.0634920635
2017-08-01,0,0,3,0.952637077,0,2.48276517,-0.0634920635
2017-08-02,0,0,3,0.974168171,0,2.49959021,-0.0634920635
2017-08-03,0,0,3,0.932117469,0,2.49598672,-0.0634920635
2017-08-04,0,0,3,0.976019786,0,2.49285535,-0.0634920635
2017-08-05,0,0,3,1.00134031,0,2.48944765,-0.0634920635
2017-08-06,0,0,3,0.990341601,0,2.48652535,-0.0634920635
2017-08-07,0,0,3,0.997931889,0,2.48335559,-0.0634920635
2017-08-08,0,0,3,0.977356706,0,2.48069988,-0.0634920635
2017-08-09,0,0,3,0.99269386,0,2.47754594,-0.0634920635
2017-08-10,0,0,3,1.05859207,0,2.47417104,-0.0634920635
2017-08-11,0,0,3,0.919723769,0,2.4703836,-0.0634920635
2017-08-12,0,0,3,0.953400384,0,2.46737589,-0.0634920635
2017-08-13,0,0,3,0.996429737,2.49999968,2.46378161,-0.0634920635
2017-08-14,0,0,3,1.02035047,2.4999996,2.46054435,-0.0634920635
2017-08-15,0,0,3,1.00187049,2.49999912,2.4564867,-0.0634920635
2017-08-16,0,0,3,0.879700801,2.49999439,2.45315632,-0.0634920635
2017-08-17,0,0,3,0.90964635,2.49998969,2.44958116,-0.0634920635
2017-08-18,0,0,3,0.900917535,2.49998302,2.44604088,-0.0634920635
2017-08-19,0,0,3,0.820538448,2.49992811,2.44277277,-0.0634920635
2017-08-20,0,0,3,0.836571223,2.49992951,2.4383494,-0.0634920635
2017-08-21,0,0,3,0.887986454,2.49995998,2.43510419,-0.0634920635
2017-08-22,0,0,3,0.841583184,2.49994376,2.43166295,-0.0634920635
2017-08-23,0,0,3,0.613652542,2.49844852,2.42836249,-0.0634920635
2017-08-24,0,0,3,0.612986317,2.49814084,2.42528601,-0.0634920635
2017-08-25,0,0,3,0.816224009,2.49989855,2.4226316,-0.0634920635
2017-08-26,0,0,3,0.612125822,2.49805815,2.41956739,-0.0634920635
2017-08-27,0,0,3,0.556269327,2.49494292,2.41715033,-0.0634920635
2017-08-28,0,0,3,0.768556096,2.49968671,2.41422539,-0.0634920635
2017-08-29,0,0,3,0.336757479,2.39902971,2.41144512,-0.05
2017-08-30,0,0,3,0.47411551,2.48042456,2.40907122,-0.0634920635
2017-08-31,0,0,3,0.36653066,2.38462607,2.40549176,-0.05
2017-09-01,0,0,3,0.421249801,2.43359496,2.40258481,-0.0634920635
2017-09-02,0,0,3,0.399441721,2.40111973,2.39999705,-0.0634920635
2017-09-03,0,0,3,0.408824014,2.41797925,2.39805009,-0.0634920635
2017-09-04,0,0,3,0.486802463,2.47596063,2.39408521,-0.0634920635
2017-09-05,0,0,3,0.37363218,2.3994731,2.39292895,-0.0634920635
2017-09-06,0,0,3,0.40860433,2.40627718,2.38987377,-0.0634920635
