dam_safety_frac_days_within_storage_bounds,esa_min_flow_frac_days_met,flooding_frac_days_met,spr_curve_mean_abs_error_cfs,spr_curve_frac_days_within_500cfs,spr_freq_years_meeting_10000cfs_5d,spr_freq_years_meeting_8000cfs_10d,spr_freq_years_meeting_5000cfs_21d,spr_freq_years_meeting_2500cfs_10d,hydropower_frac_of_max_possible,storage_frac_of_max_possible,niip_frac_days_demand_met_in_window,niip_annual_volume_frac_of_contract,niip_mean_abs_daily_error_cfs,controlled_sj_waste_af,controlled_sj_waste_frac_of_sj,controlled_sj_unattributed_af,controlled_sj_unattributed_frac_of_sj,policy_dam_safety_score,policy_esa_score,policy_spr_score,policy_niip_contract_score,policy_niip_behavior_score,policy_niip_score,policy_storage_score,policy_hydropower_score,policy_flooding_score,policy_efficiency_score,policy_objective_alignment_score,policy_experiment_diagnostic_score,policy_overall_score,policy_viability_score,spill_days,spill_frac_days,total_spill_af,scenario,inflow_scale,inflow_change_pct
0.9250386398763524,1.0,0.9559505409582689,2081.6723787381943,0.17613636363636365,0.18181818181818182,0.45454545454545453,0.45454545454545453,1.0,0.4694349449898873,0.8195688038465966,0.9454207654553287,1.1442472032599391,67.30259097884522,3672824.511537807,0.5123981558489067,3672824.511537807,0.5123981558489067,0.25503378659929204,1.0,0.6118181818181818,1.0,0.980897267909365,0.980897267909365,0.9641985927607019,1.0,0.9559505409582689,0.3168024588681244,0.7020397598849911,0.7637672335893514,0.7020397598849911,0.7637672335893514,120.0,0.030911901081916538,730262.2755737023,inflow_scale_1.5x,1.5,50.0
0.9144770736733643,1.0,0.9518289541473467,2067.2356411709325,0.18371212121212122,0.18181818181818182,0.36363636363636365,0.45454545454545453,1.0,0.4947248127366363,0.8283490036404398,0.9365699189430621,1.1724710454324778,77.96635416361579,4078305.3884386173,0.5379052775331745,4078305.3884386173,0.5379052775331745,0.20188617548547905,1.0,0.7027272727272728,1.0,0.9777994716300717,0.9777994716300717,0.9745282395769881,1.0,0.9518289541473467,0.28279296328910064,0.7024530242066948,0.771526855633631,0.7024530242066948,0.771526855633631,151.0,0.03889747552807831,988321.5413280323,inflow_scale_1.6x,1.6,60.00000000000001
0.9077794951056156,1.0,0.9474497681607419,2034.9180922891303,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.45454545454545453,1.0,0.5182417605692318,0.8346758078034028,0.9301000499366311,1.1943086992349947,86.58371446957568,4451030.912315439,0.556758457094653,4451030.912315439,0.556758457094653,0.07779495105615664,1.0,0.7027272727272728,1.0,0.9755350174778209,0.9755350174778209,0.9819715385922386,1.0,0.9474497681607419,0.2576553905404627,0.6648972179289027,0.7467810905195111,0.6648972179289027,0.7467810905195111,179.0,0.04611025244719217,1258715.9872373359,inflow_scale_1.7x,1.7,70.0
0.9015971148892323,1.0,0.9433281813498197,2030.7032754789623,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.45454545454545453,1.0,0.5401191644320704,0.8405507587514086,0.925654817649345,1.2127821495637745,93.91505220780485,4814601.218225883,0.5730219931807917,4814601.218225883,0.5730219931807917,0.0,1.0,0.7027272727272728,1.0,0.9739791861772708,0.9739791861772708,0.9888832455898925,1.0,0.9433281813498197,0.23597067575894437,0.6412496136012364,0.731396025407389,0.6412496136012364,0.731396025407389,202.0,0.05203503348789284,1539639.233947492,inflow_scale_1.8x,1.8,80.0
0.895414734672849,1.0,0.9358578052550232,2036.4586660366767,0.16856060606060605,0.18181818181818182,0.36363636363636365,0.45454545454545453,1.0,0.5597818909800668,0.8462943286969874,0.9215107664935117,1.2315600586345716,101.33211695123643,5180501.552552314,0.5894688819695754,5180501.552552314,0.5894688819695754,0.0,1.0,0.7027272727272728,1.0,0.972528768272729,0.972528768272729,0.9956403867023381,1.0,0.9358578052550232,0.21404149070723288,0.6406893353941268,0.7314081371329852,0.6406893353941268,0.7314081371329852,230.0,0.0592478104070067,1839654.4382286824,inflow_scale_1.9x,1.9,89.99999999999999
0.890520350334879,1.0,0.9296754250386399,2036.2300322386952,0.16856060606060605,0.18181818181818182,0.36363636363636365,0.45454545454545453,1.0,0.5763544304026662,0.8518209020054968,0.9178069087228139,1.2495771419268438,108.30225117923567,5517895.5381323695,0.6018826076873287,5517895.5381323695,0.6018826076873287,0.0,1.0,0.7027272727272728,1.0,0.9712324180529849,0.9712324180529849,1.0,1.0,0.9296754250386399,0.1974898564168951,0.640225656877898,0.7312757094079836,0.640225656877898,0.7312757094079836,255.0,0.06568778979907264,2146960.3794432543,inflow_scale_2.0x,2.0,100.0
0.8858835651725915,1.0,0.9255538382277176,2034.9062533978408,0.16477272727272727,0.18181818181818182,0.36363636363636365,0.45454545454545453,1.0,0.5918074179338517,0.8568134959883057,0.9143063611329562,1.2660678410877264,114.5776811509833,5866009.155747272,0.6147834079395599,5866009.155747272,0.6147834079395599,0.0,1.0,0.7027272727272728,1.0,0.9700072263965347,0.9700072263965347,1.0,1.0,0.9255538382277176,0.18028878941392013,0.6399165378670788,0.7308245917361474,0.6399165378670788,0.7308245917361474,272.0,0.07006697578567748,2462032.87553175,inflow_scale_2.1x,2.1,110.00000000000001
0.8686244204018547,1.0,0.9245234415249871,2034.2465573552656,0.17045454545454544,0.18181818181818182,0.36363636363636365,0.45454545454545453,1.0,0.606368724881923,0.8614009572066373,0.9113412495506011,1.2810760901904983,120.3475839962299,6212520.514791433,0.6265168340176286,6212520.514791433,0.6265168340176286,0.0,1.0,0.7027272727272728,1.0,0.9689694373427105,0.9689694373427105,1.0,1.0,0.9245234415249871,0.1646442213098286,0.639839258114374,0.730565514090246,0.639839258114374,0.730565514090246,283.0,0.0729005667181865,2778127.5086354394,inflow_scale_2.2x,2.2,120.00000000000001
0.8575476558475013,0.9997424008243173,0.9201442555383823,2027.7790491493286,0.16477272727272727,0.18181818181818182,0.36363636363636365,0.45454545454545453,1.0,0.6200591802156864,0.8659501975202691,0.9087725442211962,1.2960765771361458,126.16681953806231,6565427.484552829,0.6386632211586244,6565427.484552829,0.6386632211586244,0.0,0.9997424008243173,0.7027272727272728,1.0,0.9680703904774186,0.9680703904774186,1.0,1.0,0.9201442555383823,0.14844903845516744,0.6394635926498369,0.7301152255827209,0.6394635926498369,0.7301152255827209,300.0,0.07727975270479134,3103416.0247746645,inflow_scale_2.3x,2.3,129.99999999999997
0.8415765069551777,1.0,0.9155074703760948,2021.4533080317906,0.18371212121212122,0.18181818181818182,0.36363636363636365,0.45454545454545453,1.0,0.6323751677824028,0.8702471941395831,0.9027799678113532,1.3181003385188779,134.53296506679237,6876658.282861079,0.6466775978435246,6876658.282861079,0.6466775978435246,0.0,1.0,0.7027272727272728,1.0,0.9659729887339736,0.9659729887339736,1.0,1.0,0.9155074703760948,0.13776320287530053,0.6391630602782071,0.7295154258110541,0.6391630602782071,0.7295154258110541,321.0,0.08268933539412673,3438689.585101424,inflow_scale_2.4x,2.4,140.0
