task_id,experiment,seed,status,git_commit,plan_id,requested_timesteps,resolved_timesteps,started_at,ended_at,error,compatibility_mismatches
85,reward_jon_p95_plateau90_96_hsoft,10,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.976177+00:00,2026-09-17T18:15:58.387615+00:00,,
86,reward_jon_p95_plateau90_96_heff,10,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.964273+00:00,2026-09-17T18:53:07.015398+00:00,,
87,reward_jon_p95_oishift875to90_heff_niip275,10,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.966512+00:00,2026-09-17T18:14:55.036417+00:00,,
88,reward_jon_p95_oishift875to90_hsoft,11,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.974070+00:00,2026-09-17T18:19:25.061439+00:00,,
89,reward_jon_p95_oishift875to90_heff,11,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.965912+00:00,2026-09-17T18:14:09.398080+00:00,,
90,reward_jon_p95_oishift875to90_hdisceff,11,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.982869+00:00,2026-09-17T18:20:44.666176+00:00,,
91,reward_jon_p95_peak875_heff,11,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.991226+00:00,2026-09-17T18:17:16.943673+00:00,,
92,reward_jon_p95_peak875_hdisceff,11,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.986243+00:00,2026-09-17T18:20:45.528221+00:00,,
93,reward_jon_p95_plateau90_96_hsoft,11,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.987998+00:00,2026-09-17T18:15:28.734018+00:00,,
94,reward_jon_p95_plateau90_96_heff,11,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.968487+00:00,2026-09-17T18:19:00.017338+00:00,,
95,reward_jon_p95_oishift875to90_heff_niip275,11,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:59.986238+00:00,2026-09-17T18:16:56.554763+00:00,,
96,reward_jon_p95_oishift875to90_hsoft,12,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.245404+00:00,2026-09-17T18:47:12.015867+00:00,,
97,reward_jon_p95_oishift875to90_heff,12,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.252519+00:00,2026-09-17T18:14:38.516175+00:00,,
98,reward_jon_p95_oishift875to90_hdisceff,12,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.270526+00:00,2026-09-17T18:19:08.884829+00:00,,
99,reward_jon_p95_peak875_heff,12,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.222768+00:00,2026-09-17T18:20:35.990708+00:00,,
100,reward_jon_p95_peak875_hdisceff,12,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.253556+00:00,2026-09-17T18:15:10.075516+00:00,,
101,reward_jon_p95_plateau90_96_hsoft,12,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.265739+00:00,2026-09-17T18:23:18.878777+00:00,,
102,reward_jon_p95_plateau90_96_heff,12,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.250730+00:00,2026-09-17T18:15:28.798473+00:00,,
103,reward_jon_p95_oishift875to90_heff_niip275,12,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.230806+00:00,2026-09-17T18:19:04.992553+00:00,,
104,reward_jon_p95_oishift875to90_hsoft,13,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.242053+00:00,2026-09-17T18:16:07.354094+00:00,,
105,reward_jon_p95_oishift875to90_heff,13,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.214781+00:00,2026-09-17T18:19:11.298705+00:00,,
106,reward_jon_p95_oishift875to90_hdisceff,13,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.253935+00:00,2026-09-17T18:20:18.446444+00:00,,
107,reward_jon_p95_peak875_heff,13,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.253215+00:00,2026-09-17T18:20:28.087029+00:00,,
108,reward_jon_p95_peak875_hdisceff,13,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.212917+00:00,2026-09-17T18:19:37.013627+00:00,,
109,reward_jon_p95_plateau90_96_hsoft,13,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.262265+00:00,2026-09-17T18:19:22.313577+00:00,,
110,reward_jon_p95_plateau90_96_heff,13,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.229536+00:00,2026-09-17T18:24:05.153137+00:00,,
111,reward_jon_p95_oishift875to90_heff_niip275,13,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:31:01.241994+00:00,2026-09-17T18:19:42.278048+00:00,,
112,reward_jon_p95_oishift875to90_hsoft,14,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.892997+00:00,2026-09-17T18:09:50.195213+00:00,,
113,reward_jon_p95_oishift875to90_heff,14,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.703676+00:00,2026-09-17T18:18:41.714947+00:00,,
114,reward_jon_p95_oishift875to90_hdisceff,14,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.697525+00:00,2026-09-17T18:26:57.940920+00:00,,
115,reward_jon_p95_peak875_heff,14,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.706246+00:00,2026-09-17T18:15:06.830896+00:00,,
116,reward_jon_p95_peak875_hdisceff,14,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.704978+00:00,2026-09-17T18:18:27.085566+00:00,,
117,reward_jon_p95_plateau90_96_hsoft,14,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.707249+00:00,2026-09-17T18:19:27.633833+00:00,,
118,reward_jon_p95_plateau90_96_heff,14,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.705171+00:00,2026-09-17T18:16:03.932331+00:00,,
119,reward_jon_p95_oishift875to90_heff_niip275,14,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.711014+00:00,2026-09-17T18:21:44.945653+00:00,,
120,reward_jon_p95_oishift875to90_hsoft,15,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.689889+00:00,2026-09-17T18:14:21.125835+00:00,,
121,reward_jon_p95_oishift875to90_heff,15,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.718086+00:00,2026-09-17T18:21:48.682684+00:00,,
122,reward_jon_p95_oishift875to90_hdisceff,15,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.656066+00:00,2026-09-17T18:19:53.807965+00:00,,
123,reward_jon_p95_peak875_heff,15,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.698541+00:00,2026-09-17T18:20:01.775418+00:00,,
124,reward_jon_p95_peak875_hdisceff,15,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.659803+00:00,2026-09-17T18:22:53.324741+00:00,,
125,reward_jon_p95_plateau90_96_hsoft,15,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.805088+00:00,2026-09-17T18:20:16.444777+00:00,,
126,reward_jon_p95_plateau90_96_heff,15,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.689175+00:00,2026-09-17T18:17:15.395928+00:00,,
127,reward_jon_p95_oishift875to90_heff_niip275,15,completed,8e7fdcf7f68a103b7249dfb8516b8a28dce87f62,a46c01d4fdda860feb330e4af867ce73a003880c6a73745e16d9e466d6e8b009,3159000,3157200,2026-09-17T15:30:56.668981+00:00,2026-09-17T18:22:42.157449+00:00,,
