date,snow_depth_water_equivalent
1959-07-22,-7.345364920210326e-25
1959-07-23,-7.345364920210326e-25
1959-07-24,-7.345364920210326e-25
1959-07-25,-7.345364920210326e-25
1959-07-26,-7.345364920210326e-25
1959-07-27,-7.345364920210326e-25
1959-07-28,-7.345364920210326e-25
1959-07-29,-7.345364920210326e-25
1959-07-30,-7.345364920210326e-25
1959-07-31,-7.345364920210326e-25
1959-08-01,-7.345364920210326e-25
1959-08-02,-7.345364920210326e-25
1959-08-03,-7.345364920210326e-25
1959-08-04,-7.345364920210326e-25
1959-08-05,-7.345364920210326e-25
1959-08-06,-7.345364920210326e-25
1959-08-07,-7.345364920210326e-25
1959-08-08,-7.345364920210326e-25
1959-08-09,-7.345364920210326e-25
1959-08-10,-7.345364920210326e-25
1959-08-11,-7.345364920210326e-25
1959-08-12,-7.345364920210326e-25
1959-08-13,-7.345364920210326e-25
1959-08-14,-7.345364920210326e-25
1959-08-15,-7.345364920210326e-25
1959-08-16,-7.345364920210326e-25
1959-08-17,-7.345364920210326e-25
1959-08-18,-7.345364920210326e-25
1959-08-19,-7.345364920210326e-25
1959-08-20,-7.345364920210326e-25
1959-08-21,-7.345364920210326e-25
1959-08-22,-7.345364920210326e-25
1959-08-23,-7.345364920210326e-25
1959-08-24,-7.345364920210326e-25
1959-08-25,-7.345364920210326e-25
1959-08-26,-7.345364920210326e-25
1959-08-27,-7.345364920210326e-25
1959-08-28,-7.345364920210326e-25
1959-08-29,-7.345364920210326e-25
1959-08-30,-7.345364920210326e-25
1959-08-31,-7.345364920210326e-25
1959-09-01,-7.345364920210326e-25
1959-09-02,-7.345364920210326e-25
1959-09-03,-7.345364920210326e-25
1959-09-04,-7.345364920210326e-25
1959-09-05,-7.345364920210326e-25
1959-09-06,-7.345364920210326e-25
1959-09-07,-7.345364920210326e-25
1959-09-08,-7.345364920210326e-25
1959-09-09,-7.345364920210326e-25
1959-09-10,-7.345364920210326e-25
1959-09-11,-7.345364920210326e-25
1959-09-12,-7.345364920210326e-25
1959-09-13,-7.345364920210326e-25
1959-09-14,-7.345364920210326e-25
1959-09-15,9.765445863509742e-06
1959-09-16,5.961022381572645e-05
1959-09-17,0.00010633187778286396
1959-09-18,0.00012433619986522803
1959-09-19,8.94406311681679e-05
1959-09-20,5.1126932498229056e-05
1959-09-21,2.8413786549626514e-05
1959-09-22,1.6374900742614664e-05
1959-09-23,0.00010768272663449748
1959-09-24,0.00018977139717987938
1959-09-25,0.00025827157501205443
1959-09-26,0.00020956848882942275
1959-09-27,0.00016272424778643395
1959-09-28,0.0008126425917685475
1959-09-29,0.004334366803562465
1959-09-30,0.013389779290967742
1959-10-01,0.023302816767785176
1959-10-02,0.033991124743073274
1959-10-03,0.039168456070592404
1959-10-04,0.04210707011096837
1959-10-05,0.040157194655247475
1959-10-06,0.03710057890289951
1959-10-07,0.033963321804506945
1959-10-08,0.03172923978898451
1959-10-09,0.030188140729474844
1959-10-10,0.02840379710715124
1959-10-11,0.025893859482236607
1959-10-12,0.022878171265865378
1959-10-13,0.02057251365501311
1959-10-14,0.01888396632933231
1959-10-15,0.017480118720252905
1959-10-16,0.015918186044131307
1959-10-17,0.014503516539082108
1959-10-18,0.01331753014986851
1959-10-19,0.012309609344528577
1959-10-20,0.01141898406610791
1959-10-21,0.01072406537287634
1959-10-22,0.010119699513369475
1959-10-23,0.009214268296966506
1959-10-24,0.008070915491480007
1959-10-25,0.0067516230200931745
1959-10-26,0.005735976154809541
1959-10-27,0.004998495304747708
1959-10-28,0.005855408492114141
1959-10-29,0.012226721315162276
1959-10-30,0.02115299674364761
1959-10-31,0.02802798373044124
1959-11-01,0.02830471012555121
1959-11-02,0.026176214483808243
1959-11-03,0.026590201172317075
1959-11-04,0.028464767060739842
1959-11-05,0.030159988702387244
1959-11-06,0.02990966600735681
1959-11-07,0.029060076771553672
1959-11-08,0.027972583291030407
1959-11-09,0.02671318921796914
1959-11-10,0.02554107661157688
1959-11-11,0.024464620711962076
1959-11-12,0.023547585736942378
1959-11-13,0.022779765989855576
1959-11-14,0.02219907962680054
1959-11-15,0.021728032791322308
1959-11-16,0.02128447764468624
1959-11-17,0.02076777501760564
1959-11-18,0.020147723287808873
1959-11-19,0.01952645384707444
1959-11-20,0.018996278141304675
1959-11-21,0.018643967933011076
1959-11-22,0.01837710163768631
1959-11-23,0.018105068543806675
1959-11-24,0.01774796525675261
1959-11-25,0.017696459291088307
1959-11-26,0.017773375204511974
1959-11-27,0.017940657376408074
1959-11-28,0.017791255497317606
1959-11-29,0.017543593207501706
1959-11-30,0.017257931846526374
