date,initial_storage_af,initial_storage_maf,storage_af,storage_maf
2014-02-04,500000.0,0.5,487701.18762196007,0.4877011876219601
2014-02-05,500000.0,0.5,487384.4316229861,0.4873844316229861
2014-02-06,500000.0,0.5,486996.2294547815,0.4869962294547815
2014-02-07,500000.0,0.5,486475.1483103068,0.48647514831030675
2014-02-08,500000.0,0.5,486142.47352229676,0.4861424735222968
2014-02-09,500000.0,0.5,485845.1628000087,0.4858451628000087
2014-02-10,500000.0,0.5,485450.62432178797,0.485450624321788
2014-02-11,500000.0,0.5,485056.03527652344,0.48505603527652347
2014-02-12,500000.0,0.5,484737.9337090108,0.48473793370901075
2014-02-13,500000.0,0.5,484397.3649532856,0.4843973649532856
2014-02-14,500000.0,0.5,484133.21205799654,0.48413321205799653
2014-02-15,500000.0,0.5,484277.5001046049,0.48427750010460485
2014-02-16,500000.0,0.5,484246.084012749,0.48424608401274905
2014-02-17,500000.0,0.5,484117.4736850363,0.48411747368503627
2014-02-18,500000.0,0.5,483876.8829792593,0.4838768829792593
2014-02-19,500000.0,0.5,483640.19013209414,0.48364019013209414
2014-02-20,500000.0,0.5,483319.0438573068,0.48331904385730684
2014-02-21,500000.0,0.5,483090.1539896188,0.4830901539896188
2014-02-22,500000.0,0.5,482869.1286614161,0.4828691286614161
2014-02-23,500000.0,0.5,482585.8921662011,0.48258589216620107
2014-02-24,500000.0,0.5,482418.56320262974,0.4824185632026297
2014-02-25,500000.0,0.5,482294.5800258545,0.4822945800258545
2014-02-26,500000.0,0.5,482463.1335759758,0.48246313357597576
2014-02-27,500000.0,0.5,482821.15120936657,0.4828211512093666
2014-02-28,500000.0,0.5,483215.9250490176,0.4832159250490176
2014-03-01,500000.0,0.5,483806.3664686348,0.4838063664686348
2014-03-02,500000.0,0.5,485087.0002278418,0.4850870002278418
2014-03-03,500000.0,0.5,486053.11616399494,0.48605311616399494
2014-03-04,500000.0,0.5,486894.4119048319,0.4868944119048319
2014-03-05,500000.0,0.5,488095.4297540368,0.4880954297540368
2014-03-06,500000.0,0.5,489264.3697700661,0.4892643697700661
2014-03-07,500000.0,0.5,490217.6120753173,0.4902176120753173
2014-03-08,500000.0,0.5,491052.33290095394,0.49105233290095396
2014-03-09,500000.0,0.5,491806.5627580598,0.49180656275805984
2014-03-10,500000.0,0.5,492649.2961393785,0.4926492961393785
2014-03-11,500000.0,0.5,493494.1367032236,0.49349413670322356
2014-03-12,500000.0,0.5,494571.75047571835,0.49457175047571833
2014-03-13,500000.0,0.5,495538.956371954,0.495538956371954
2014-03-14,500000.0,0.5,496712.88658736396,0.49671288658736396
2014-03-15,500000.0,0.5,497566.0100605393,0.4975660100605393
2014-03-16,500000.0,0.5,498349.84381560684,0.4983498438156068
2014-03-17,500000.0,0.5,499233.7282956971,0.49923372829569707
2014-03-18,500000.0,0.5,500014.4497897885,0.5000144497897885
2014-03-19,500000.0,0.5,500892.38292054145,0.5008923829205415
2014-03-20,500000.0,0.5,501478.72198817396,0.501478721988174
2014-03-21,500000.0,0.5,502116.6616410977,0.5021166616410977
2014-03-22,500000.0,0.5,502853.01028380945,0.5028530102838095
2014-03-23,500000.0,0.5,503745.5788503446,0.5037455788503445
2014-03-24,500000.0,0.5,504426.90124027827,0.5044269012402782
2014-03-25,500000.0,0.5,505167.6766408026,0.5051676766408025
2014-03-26,500000.0,0.5,505679.7022253939,0.5056797022253939
2014-03-27,500000.0,0.5,506472.45493190584,0.5064724549319058
2014-03-28,500000.0,0.5,507089.14660827426,0.5070891466082743
2014-03-29,500000.0,0.5,508004.17740276473,0.5080041774027647
2014-03-30,500000.0,0.5,508359.69375236804,0.508359693752368
2014-03-31,500000.0,0.5,509173.4143026845,0.5091734143026845
2014-04-01,500000.0,0.5,509305.3977769273,0.5093053977769273
2014-04-02,500000.0,0.5,509828.7023007263,0.5098287023007263
2014-04-03,500000.0,0.5,510658.4597545502,0.5106584597545502
2014-04-04,500000.0,0.5,511583.68054520834,0.5115836805452083
2014-04-05,500000.0,0.5,511889.96053317405,0.511889960533174
