,Elevation (ft),Capacity (ac-ft),Area (ac)
23630,6011.3,791364.41,8325.44
23631,6011.31,791447.67,8325.91
23632,6011.320000000001,791530.93,8326.39
23633,6011.33,791614.2,8326.86
23634,6011.34,791697.47,8327.34
23635,6011.35,791780.75,8327.81
23636,6011.360000000001,791864.03,8328.29
23637,6011.37,791947.32,8328.76
23638,6011.38,792030.61,8329.24
23639,6011.39,792113.91,8329.71
23640,6011.4,792197.21,8330.19
23641,6011.41,792280.51,8330.66
23642,6011.42,792363.82,8331.14
23643,6011.429999999999,792447.14,8331.61
23644,6011.44,792530.46,8332.09
23645,6011.45,792613.78,8332.56
23646,6011.46,792697.11,8333.04
23647,6011.469999999999,792780.45,8333.51
23648,6011.48,792863.78,8333.98
23649,6011.49,792947.13,8334.46
23650,6011.5,793030.48,8334.93
23651,6011.51,793113.83,8335.41
23652,6011.52,793197.19,8335.88
23653,6011.53,793280.55,8336.36
23654,6011.54,793363.92,8336.83
23655,6011.55,793447.29,8337.31
23656,6011.56,793530.67,8337.78
23657,6011.57,793614.05,8338.26
23658,6011.58,793697.44,8338.73
23659,6011.59,793780.83,8339.21
23660,6011.6,793864.23,8339.68
23661,6011.610000000001,793947.63,8340.16
23662,6011.620000000001,794031.03,8340.63
23663,6011.63,794114.44,8341.11
23664,6011.64,794197.86,8341.58
23665,6011.650000000001,794281.28,8342.06
23666,6011.660000000001,794364.7,8342.53
23667,6011.67,794448.13,8343.0
23668,6011.68,794531.57,8343.48
23669,6011.6900000000005,794615.01,8343.95
23670,6011.7,794698.45,8344.43
23671,6011.71,794781.9,8344.9
23672,6011.72,794865.35,8345.38
23673,6011.73,794948.81,8345.85
23674,6011.74,795032.28,8346.33
23675,6011.75,795115.74,8346.8
23676,6011.76,795199.22,8347.28
23677,6011.7699999999995,795282.69,8347.75
23678,6011.78,795366.18,8348.23
23679,6011.79,795449.66,8348.7
23680,6011.8,795533.16,8349.18
23681,6011.81,795616.65,8349.65
23682,6011.820000000001,795700.15,8350.13
23683,6011.83,795783.66,8350.6
23684,6011.84,795867.17,8351.07
23685,6011.85,795950.69,8351.55
23686,6011.860000000001,796034.21,8352.02
23687,6011.87,796117.73,8352.5
23688,6011.88,796201.26,8352.97
23689,6011.89,796284.8,8353.45
23690,6011.9,796368.34,8353.92
23691,6011.91,796451.88,8354.4
23692,6011.92,796535.43,8354.87
23693,6011.929999999999,796618.99,8355.35
23694,6011.94,796702.55,8355.82
23695,6011.95,796786.11,8356.3
23696,6011.96,796869.68,8356.77
23697,6011.969999999999,796953.25,8357.25
23698,6011.98,797036.83,8357.72
23699,6011.99,797120.41,8358.2
23700,6012.0,797204.0,8358.67
23701,6012.01,797287.59,8359.16
23702,6012.02,797371.18,8359.64
23703,6012.03,797454.78,8360.13
23704,6012.04,797538.38,8360.61
23705,6012.05,797621.99,8361.1
23706,6012.06,797705.61,8361.58
23707,6012.07,797789.22,8362.07
23708,6012.08,797872.85,8362.56
23709,6012.09,797956.48,8363.04
23710,6012.1,798040.11,8363.53
23711,6012.110000000001,798123.75,8364.01
23712,6012.120000000001,798207.39,8364.5
23713,6012.13,798291.04,8364.99
23714,6012.14,798374.69,8365.47
23715,6012.150000000001,798458.34,8365.96
23716,6012.160000000001,798542.01,8366.44
23717,6012.17,798625.67,8366.93
23718,6012.18,798709.34,8367.41
23719,6012.1900000000005,798793.02,8367.9
23720,6012.2,798876.7,8368.39
23721,6012.21,798960.39,8368.87
23722,6012.22,799044.08,8369.36
23723,6012.23,799127.78,8369.84
23724,6012.24,799211.48,8370.33
23725,6012.25,799295.18,8370.81
23726,6012.26,799378.89,8371.3
23727,6012.2699999999995,799462.61,8371.79
23728,6012.28,799546.33,8372.27
23729,6012.29,799630.05,8372.76
23730,6012.3,799713.78,8373.24
23731,6012.31,799797.52,8373.73
23732,6012.320000000001,799881.26,8374.21
23733,6012.33,799965.0,8374.7
23734,6012.34,800048.75,8375.19
23735,6012.35,800132.5,8375.67
23736,6012.360000000001,800216.26,8376.16
23737,6012.37,800300.02,8376.64
23738,6012.38,800383.79,8377.13
23739,6012.39,800467.57,8377.62
23740,6012.4,800551.34,8378.1
23741,6012.41,800635.13,8378.59
23742,6012.42,800718.92,8379.07
23743,6012.429999999999,800802.71,8379.56
23744,6012.44,800886.51,8380.04
23745,6012.45,800970.31,8380.53
23746,6012.46,801054.12,8381.02
23747,6012.469999999999,801137.93,8381.5
23748,6012.48,801221.74,8381.99
23749,6012.49,801305.57,8382.47
23750,6012.5,801389.39,8382.96
23751,6012.51,801473.22,8383.44
23752,6012.52,801557.06,8383.93
23753,6012.53,801640.9,8384.42
23754,6012.54,801724.75,8384.9
23755,6012.55,801808.6,8385.39
23756,6012.56,801892.45,8385.87
23757,6012.57,801976.31,8386.36
23758,6012.58,802060.18,8386.84
23759,6012.59,802144.05,8387.33
23760,6012.6,802227.93,8387.82
23761,6012.610000000001,802311.81,8388.3
23762,6012.620000000001,802395.69,8388.79
23763,6012.63,802479.58,8389.27
23764,6012.64,802563.47,8389.76
23765,6012.650000000001,802647.37,8390.25
23766,6012.660000000001,802731.28,8390.73
23767,6012.67,802815.19,8391.22
23768,6012.68,802899.1,8391.7
23769,6012.6900000000005,802983.02,8392.19
23770,6012.7,803066.94,8392.67
23771,6012.71,803150.87,8393.16
23772,6012.72,803234.8,8393.65
23773,6012.73,803318.74,8394.13
23774,6012.74,803402.69,8394.62
23775,6012.75,803486.63,8395.1
23776,6012.76,803570.59,8395.59
23777,6012.7699999999995,803654.54,8396.07
23778,6012.78,803738.51,8396.56
23779,6012.79,803822.47,8397.05
23780,6012.8,803906.44,8397.53
23781,6012.81,803990.42,8398.02
23782,6012.820000000001,804074.4,8398.5
23783,6012.83,804158.39,8398.99
23784,6012.84,804242.38,8399.47
23785,6012.85,804326.38,8399.96
23786,6012.860000000001,804410.38,8400.45
23787,6012.87,804494.38,8400.93
23788,6012.88,804578.4,8401.42
23789,6012.89,804662.41,8401.9
23790,6012.9,804746.43,8402.39
23791,6012.91,804830.46,8402.87
23792,6012.92,804914.49,8403.36
23793,6012.929999999999,804998.52,8403.85
23794,6012.94,805082.56,8404.33
23795,6012.95,805166.61,8404.82
23796,6012.96,805250.66,8405.3
23797,6012.969999999999,805334.71,8405.79
23798,6012.98,805418.77,8406.28
23799,6012.99,805502.83,8406.76
23800,6013.0,805586.9,8407.25
23801,6013.01,805670.98,8407.83
23802,6013.02,805755.06,8408.42
23803,6013.03,805839.15,8409.01
23804,6013.04,805923.24,8409.6
23805,6013.05,806007.34,8410.18
23806,6013.06,806091.44,8410.77
23807,6013.07,806175.55,8411.36
23808,6013.08,806259.67,8411.95
23809,6013.09,806343.79,8412.53
23810,6013.1,806427.92,8413.12
23811,6013.110000000001,806512.05,8413.71
23812,6013.120000000001,806596.19,8414.3
23813,6013.13,806680.33,8414.88
23814,6013.14,806764.48,8415.47
23815,6013.150000000001,806848.64,8416.06
23816,6013.160000000001,806932.8,8416.65
23817,6013.17,807016.97,8417.23
23818,6013.18,807101.14,8417.82
23819,6013.1900000000005,807185.32,8418.41
23820,6013.2,807269.5,8419.0
23821,6013.21,807353.7,8419.58
23822,6013.22,807437.89,8420.17
23823,6013.23,807522.09,8420.76
23824,6013.24,807606.3,8421.35
23825,6013.25,807690.52,8421.93
23826,6013.26,807774.74,8422.52
23827,6013.2699999999995,807858.96,8423.11
23828,6013.28,807943.19,8423.7
23829,6013.29,808027.43,8424.28
23830,6013.3,808111.67,8424.87
23831,6013.31,808195.92,8425.46
23832,6013.320000000001,808280.17,8426.05
23833,6013.33,808364.43,8426.63
23834,6013.34,808448.7,8427.22
23835,6013.35,808532.97,8427.81
23836,6013.360000000001,808617.25,8428.4
23837,6013.37,808701.53,8428.98
23838,6013.38,808785.82,8429.57
23839,6013.39,808870.11,8430.16
23840,6013.4,808954.41,8430.75
23841,6013.41,809038.72,8431.33
23842,6013.42,809123.03,8431.92
23843,6013.429999999999,809207.35,8432.51
23844,6013.44,809291.67,8433.1
23845,6013.45,809376.0,8433.68
23846,6013.46,809460.34,8434.27
23847,6013.469999999999,809544.68,8434.86
23848,6013.48,809629.02,8435.45
23849,6013.49,809713.37,8436.03
23850,6013.5,809797.73,8436.62
23851,6013.51,809882.1,8437.21
23852,6013.52,809966.46,8437.8
23853,6013.53,810050.84,8438.39
23854,6013.54,810135.22,8438.97
23855,6013.55,810219.61,8439.56
23856,6013.56,810304.0,8440.15
23857,6013.57,810388.4,8440.74
23858,6013.58,810472.8,8441.32
23859,6013.59,810557.21,8441.91
23860,6013.6,810641.63,8442.5
23861,6013.610000000001,810726.05,8443.09
23862,6013.620000000001,810810.48,8443.67
23863,6013.63,810894.91,8444.26
23864,6013.64,810979.35,8444.85
23865,6013.650000000001,811063.79,8445.44
23866,6013.660000000001,811148.24,8446.02
23867,6013.67,811232.7,8446.61
23868,6013.68,811317.16,8447.2
23869,6013.6900000000005,811401.63,8447.79
23870,6013.7,811486.1,8448.37
23871,6013.71,811570.58,8448.96
23872,6013.72,811655.06,8449.55
23873,6013.73,811739.55,8450.14
23874,6013.74,811824.05,8450.72
23875,6013.75,811908.55,8451.31
23876,6013.76,811993.06,8451.9
23877,6013.7699999999995,812077.57,8452.49
23878,6013.78,812162.09,8453.07
23879,6013.79,812246.62,8453.66
23880,6013.8,812331.15,8454.25
23881,6013.81,812415.68,8454.84
23882,6013.820000000001,812500.23,8455.42
23883,6013.83,812584.77,8456.01
23884,6013.84,812669.33,8456.6
23885,6013.85,812753.89,8457.19
23886,6013.860000000001,812838.45,8457.77
23887,6013.87,812923.02,8458.36
23888,6013.88,813007.6,8458.95
23889,6013.89,813092.18,8459.54
23890,6013.9,813176.77,8460.12
23891,6013.91,813261.37,8460.71
23892,6013.92,813345.97,8461.3
23893,6013.929999999999,813430.57,8461.89
23894,6013.94,813515.18,8462.47
23895,6013.95,813599.8,8463.06
23896,6013.96,813684.42,8463.65
23897,6013.969999999999,813769.05,8464.24
23898,6013.98,813853.69,8464.82
23899,6013.99,813938.33,8465.41
23900,6014.0,814022.97,8466.0
23901,6014.01,814107.64,8466.63
23902,6014.02,814192.3,8467.27
23903,6014.03,814276.98,8467.9
23904,6014.04,814361.66,8468.54
23905,6014.05,814446.35,8469.17
23906,6014.06,814531.04,8469.81
23907,6014.07,814615.75,8470.45
23908,6014.08,814700.45,8471.08
23909,6014.09,814785.17,8471.72
23910,6014.1,814869.89,8472.35
23911,6014.110000000001,814954.61,8472.99
23912,6014.120000000001,815039.34,8473.62
23913,6014.13,815124.08,8474.26
23914,6014.14,815208.83,8474.89
23915,6014.150000000001,815293.58,8475.53
23916,6014.160000000001,815378.33,8476.16
23917,6014.17,815463.1,8476.8
23918,6014.18,815547.87,8477.43
23919,6014.1900000000005,815632.64,8478.07
23920,6014.2,815717.42,8478.7
23921,6014.21,815802.21,8479.34
23922,6014.22,815887.01,8479.97
23923,6014.23,815971.81,8480.61
23924,6014.24,816056.62,8481.24
23925,6014.25,816141.43,8481.88
23926,6014.26,816226.25,8482.52
23927,6014.2699999999995,816311.08,8483.15
23928,6014.28,816395.91,8483.79
23929,6014.29,816480.75,8484.42
23930,6014.3,816565.59,8485.06
23931,6014.31,816650.44,8485.69
23932,6014.320000000001,816735.3,8486.33
23933,6014.33,816820.16,8486.96
23934,6014.34,816905.03,8487.6
23935,6014.35,816989.91,8488.23
23936,6014.360000000001,817074.79,8488.87
23937,6014.37,817159.68,8489.5
23938,6014.38,817244.57,8490.14
23939,6014.39,817329.48,8490.77
23940,6014.4,817414.38,8491.41
23941,6014.41,817499.3,8492.04
23942,6014.42,817584.22,8492.68
23943,6014.429999999999,817669.14,8493.31
23944,6014.44,817754.08,8493.95
23945,6014.45,817839.01,8494.59
23946,6014.46,817923.96,8495.22
23947,6014.469999999999,818008.91,8495.86
23948,6014.48,818093.87,8496.49
23949,6014.49,818178.83,8497.13
23950,6014.5,818263.8,8497.76
23951,6014.51,818348.78,8498.4
23952,6014.52,818433.76,8499.03
23953,6014.53,818518.75,8499.67
23954,6014.54,818603.75,8500.3
23955,6014.55,818688.75,8500.94
23956,6014.56,818773.75,8501.57
23957,6014.57,818858.77,8502.21
23958,6014.58,818943.79,8502.84
23959,6014.59,819028.82,8503.48
23960,6014.6,819113.85,8504.11
23961,6014.610000000001,819198.89,8504.75
23962,6014.620000000001,819283.93,8505.39
23963,6014.63,819368.98,8506.02
23964,6014.64,819454.04,8506.66
23965,6014.650000000001,819539.11,8507.29
23966,6014.660000000001,819624.18,8507.93
23967,6014.67,819709.25,8508.56
23968,6014.68,819794.34,8509.2
23969,6014.6900000000005,819879.42,8509.83
23970,6014.7,819964.52,8510.47
23971,6014.71,820049.62,8511.1
23972,6014.72,820134.73,8511.74
23973,6014.73,820219.84,8512.37
23974,6014.74,820304.96,8513.01
23975,6014.75,820390.09,8513.64
23976,6014.76,820475.22,8514.28
23977,6014.7699999999995,820560.36,8514.91
23978,6014.78,820645.51,8515.55
23979,6014.79,820730.66,8516.18
23980,6014.8,820815.82,8516.82
23981,6014.81,820900.98,8517.46
23982,6014.820000000001,820986.15,8518.09
23983,6014.83,821071.33,8518.73
23984,6014.84,821156.51,8519.36
23985,6014.85,821241.7,8520.0
23986,6014.860000000001,821326.9,8520.63
23987,6014.87,821412.1,8521.27
23988,6014.88,821497.31,8521.9
23989,6014.89,821582.52,8522.54
23990,6014.9,821667.74,8523.17
23991,6014.91,821752.97,8523.81
23992,6014.92,821838.2,8524.44
23993,6014.929999999999,821923.44,8525.08
23994,6014.94,822008.69,8525.71
23995,6014.95,822093.94,8526.35
23996,6014.96,822179.2,8526.98
23997,6014.969999999999,822264.46,8527.62
23998,6014.98,822349.73,8528.26
23999,6014.99,822435.01,8528.89
24000,6015.0,822520.3,8529.53
24001,6015.01,822605.59,8530.21
24002,6015.02,822690.9,8530.9
24003,6015.03,822776.21,8531.59
24004,6015.04,822861.53,8532.28
24005,6015.05,822946.86,8532.97
24006,6015.06,823032.19,8533.66
24007,6015.07,823117.53,8534.35
24008,6015.08,823202.88,8535.04
24009,6015.09,823288.23,8535.73
24010,6015.1,823373.59,8536.42
24011,6015.110000000001,823458.96,8537.11
24012,6015.120000000001,823544.33,8537.79
24013,6015.13,823629.71,8538.48
24014,6015.14,823715.1,8539.17
24015,6015.150000000001,823800.49,8539.86
24016,6015.160000000001,823885.89,8540.55
24017,6015.17,823971.3,8541.24
24018,6015.18,824056.71,8541.93
24019,6015.1900000000005,824142.13,8542.62
24020,6015.2,824227.56,8543.31
24021,6015.21,824313.0,8544.0
24022,6015.22,824398.44,8544.69
24023,6015.23,824483.89,8545.37
24024,6015.24,824569.34,8546.06
24025,6015.25,824654.81,8546.75
24026,6015.26,824740.27,8547.44
24027,6015.2699999999995,824825.75,8548.13
24028,6015.28,824911.23,8548.82
24029,6015.29,824996.72,8549.51
24030,6015.3,825082.22,8550.2
24031,6015.31,825167.72,8550.89
24032,6015.320000000001,825253.23,8551.58
24033,6015.33,825338.75,8552.27
24034,6015.34,825424.27,8552.95
24035,6015.35,825509.8,8553.64
24036,6015.360000000001,825595.34,8554.33
24037,6015.37,825680.88,8555.02
24038,6015.38,825766.43,8555.71
24039,6015.39,825851.99,8556.4
24040,6015.4,825937.56,8557.09
24041,6015.41,826023.13,8557.78
24042,6015.42,826108.71,8558.47
24043,6015.429999999999,826194.29,8559.16
24044,6015.44,826279.88,8559.85
24045,6015.45,826365.48,8560.53
24046,6015.46,826451.09,8561.22
24047,6015.469999999999,826536.7,8561.91
24048,6015.48,826622.32,8562.6
24049,6015.49,826707.94,8563.29
24050,6015.5,826793.57,8563.98
24051,6015.51,826879.21,8564.67
24052,6015.52,826964.86,8565.36
24053,6015.53,827050.51,8566.05
24054,6015.54,827136.17,8566.74
24055,6015.55,827221.84,8567.42
24056,6015.56,827307.51,8568.11
24057,6015.57,827393.19,8568.8
24058,6015.58,827478.88,8569.49
24059,6015.59,827564.57,8570.18
24060,6015.6,827650.27,8570.87
24061,6015.610000000001,827735.98,8571.56
24062,6015.620000000001,827821.7,8572.25
24063,6015.63,827907.42,8572.94
24064,6015.64,827993.14,8573.63
24065,6015.650000000001,828078.88,8574.32
24066,6015.660000000001,828164.62,8575.0
24067,6015.67,828250.37,8575.69
24068,6015.68,828336.12,8576.38
24069,6015.6900000000005,828421.89,8577.07
24070,6015.7,828507.66,8577.76
24071,6015.71,828593.43,8578.45
24072,6015.72,828679.21,8579.14
24073,6015.73,828765.0,8579.83
24074,6015.74,828850.8,8580.52
24075,6015.75,828936.6,8581.21
24076,6015.76,829022.41,8581.9
24077,6015.7699999999995,829108.23,8582.58
24078,6015.78,829194.05,8583.27
24079,6015.79,829279.88,8583.96
24080,6015.8,829365.72,8584.65
24081,6015.81,829451.56,8585.34
24082,6015.820000000001,829537.41,8586.03
24083,6015.83,829623.27,8586.72
24084,6015.84,829709.13,8587.41
24085,6015.85,829795.0,8588.1
24086,6015.860000000001,829880.88,8588.79
24087,6015.87,829966.77,8589.48
24088,6015.88,830052.66,8590.16
24089,6015.89,830138.56,8590.85
24090,6015.9,830224.46,8591.54
24091,6015.91,830310.37,8592.23
24092,6015.92,830396.29,8592.92
24093,6015.929999999999,830482.22,8593.61
24094,6015.94,830568.15,8594.3
24095,6015.95,830654.09,8594.99
24096,6015.96,830740.03,8595.68
24097,6015.969999999999,830825.99,8596.37
24098,6015.98,830911.95,8597.06
24099,6015.99,830997.91,8597.74
24100,6016.0,831083.89,8598.43
24101,6016.01,831169.87,8599.27
24102,6016.02,831255.87,8600.12
24103,6016.03,831341.87,8600.96
24104,6016.04,831427.89,8601.8
24105,6016.05,831513.91,8602.64
24106,6016.06,831599.93,8603.48
24107,6016.07,831685.97,8604.32
24108,6016.08,831772.01,8605.17
24109,6016.09,831858.06,8606.01
24110,6016.1,831944.12,8606.85
24111,6016.110000000001,832030.19,8607.69
24112,6016.120000000001,832116.26,8608.53
24113,6016.13,832202.35,8609.37
24114,6016.14,832288.44,8610.22
24115,6016.150000000001,832374.54,8611.06
24116,6016.160000000001,832460.64,8611.9
24117,6016.17,832546.76,8612.74
24118,6016.18,832632.88,8613.58
24119,6016.1900000000005,832719.01,8614.42
24120,6016.2,832805.15,8615.27
24121,6016.21,832891.29,8616.11
24122,6016.22,832977.45,8616.95
24123,6016.23,833063.61,8617.79
24124,6016.24,833149.78,8618.63
24125,6016.25,833235.95,8619.47
24126,6016.26,833322.14,8620.32
24127,6016.2699999999995,833408.33,8621.16
24128,6016.28,833494.53,8622.0
24129,6016.29,833580.74,8622.84
24130,6016.3,833666.96,8623.68
24131,6016.31,833753.18,8624.52
24132,6016.320000000001,833839.41,8625.37
24133,6016.33,833925.65,8626.21
24134,6016.34,834011.9,8627.05
24135,6016.35,834098.16,8627.89
24136,6016.360000000001,834184.42,8628.73
24137,6016.37,834270.69,8629.57
24138,6016.38,834356.97,8630.41
24139,6016.39,834443.26,8631.26
24140,6016.4,834529.55,8632.1
24141,6016.41,834615.86,8632.94
24142,6016.42,834702.17,8633.78
24143,6016.429999999999,834788.49,8634.62
24144,6016.44,834874.81,8635.46
24145,6016.45,834961.15,8636.31
24146,6016.46,835047.49,8637.15
24147,6016.469999999999,835133.84,8637.99
24148,6016.48,835220.2,8638.83
24149,6016.49,835306.56,8639.67
24150,6016.5,835392.94,8640.51
24151,6016.51,835479.32,8641.36
24152,6016.52,835565.71,8642.2
24153,6016.53,835652.11,8643.04
24154,6016.54,835738.51,8643.88
24155,6016.55,835824.93,8644.72
24156,6016.56,835911.35,8645.56
24157,6016.57,835997.78,8646.41
24158,6016.58,836084.21,8647.25
24159,6016.59,836170.66,8648.09
24160,6016.6,836257.11,8648.93
24161,6016.610000000001,836343.57,8649.77
24162,6016.620000000001,836430.04,8650.61
24163,6016.63,836516.51,8651.46
24164,6016.64,836603.0,8652.3
24165,6016.650000000001,836689.49,8653.14
24166,6016.660000000001,836775.99,8653.98
24167,6016.67,836862.5,8654.82
24168,6016.68,836949.01,8655.66
24169,6016.6900000000005,837035.54,8656.51
24170,6016.7,837122.07,8657.35
24171,6016.71,837208.61,8658.19
24172,6016.72,837295.15,8659.03
24173,6016.73,837381.71,8659.87
24174,6016.74,837468.27,8660.71
24175,6016.75,837554.84,8661.55
24176,6016.76,837641.42,8662.4
24177,6016.7699999999995,837728.01,8663.24
24178,6016.78,837814.6,8664.08
24179,6016.79,837901.2,8664.92
24180,6016.8,837987.81,8665.76
24181,6016.81,838074.43,8666.6
24182,6016.820000000001,838161.05,8667.45
24183,6016.83,838247.69,8668.29
24184,6016.84,838334.33,8669.13
24185,6016.85,838420.98,8669.97
24186,6016.860000000001,838507.64,8670.81
24187,6016.87,838594.3,8671.65
24188,6016.88,838680.97,8672.5
24189,6016.89,838767.65,8673.34
24190,6016.9,838854.34,8674.18
24191,6016.91,838941.04,8675.02
24192,6016.92,839027.74,8675.86
24193,6016.929999999999,839114.46,8676.7
24194,6016.94,839201.18,8677.55
24195,6016.95,839287.9,8678.39
24196,6016.96,839374.64,8679.23
24197,6016.969999999999,839461.38,8680.07
24198,6016.98,839548.13,8680.91
24199,6016.99,839634.89,8681.75
24200,6017.0,839721.66,8682.6
24201,6017.01,839808.49,8683.59
24202,6017.02,839895.33,8684.58
24203,6017.03,839982.18,8685.57
24204,6017.04,840069.04,8686.56
24205,6017.05,840155.91,8687.55
24206,6017.06,840242.8,8688.54
24207,6017.07,840329.69,8689.53
24208,6017.08,840416.59,8690.51
24209,6017.09,840503.5,8691.5
24210,6017.1,840590.42,8692.49
24211,6017.110000000001,840677.35,8693.48
24212,6017.120000000001,840764.29,8694.47
24213,6017.13,840851.24,8695.46
24214,6017.14,840938.2,8696.45
24215,6017.150000000001,841025.17,8697.44
24216,6017.160000000001,841112.15,8698.43
24217,6017.17,841199.14,8699.42
24218,6017.18,841286.14,8700.41
24219,6017.1900000000005,841373.15,8701.4
24220,6017.2,841460.17,8702.39
24221,6017.21,841547.2,8703.38
24222,6017.22,841634.24,8704.37
24223,6017.23,841721.29,8705.36
24224,6017.24,841808.35,8706.35
24225,6017.25,841895.42,8707.34
24226,6017.26,841982.5,8708.33
24227,6017.2699999999995,842069.59,8709.32
24228,6017.28,842156.69,8710.31
24229,6017.29,842243.8,8711.3
24230,6017.3,842330.92,8712.29
24231,6017.31,842418.04,8713.28
24232,6017.320000000001,842505.18,8714.27
24233,6017.33,842592.33,8715.26
24234,6017.34,842679.49,8716.25
24235,6017.35,842766.66,8717.24
24236,6017.360000000001,842853.84,8718.23
24237,6017.37,842941.03,8719.22
24238,6017.38,843028.23,8720.21
24239,6017.39,843115.44,8721.2
24240,6017.4,843202.66,8722.19
24241,6017.41,843289.89,8723.18
24242,6017.42,843377.12,8724.17
24243,6017.429999999999,843464.37,8725.16
24244,6017.44,843551.63,8726.15
24245,6017.45,843638.9,8727.14
24246,6017.46,843726.18,8728.13
24247,6017.469999999999,843813.47,8729.12
24248,6017.48,843900.77,8730.11
24249,6017.49,843988.07,8731.1
24250,6017.5,844075.39,8732.09
24251,6017.51,844162.72,8733.08
24252,6017.52,844250.06,8734.07
24253,6017.53,844337.41,8735.06
24254,6017.54,844424.77,8736.05
24255,6017.55,844512.13,8737.04
24256,6017.56,844599.51,8738.03
24257,6017.57,844686.9,8739.02
24258,6017.58,844774.3,8740.01
24259,6017.59,844861.71,8741.0
24260,6017.6,844949.12,8741.99
24261,6017.610000000001,845036.55,8742.98
24262,6017.620000000001,845123.99,8743.97
24263,6017.63,845211.44,8744.96
24264,6017.64,845298.89,8745.95
24265,6017.650000000001,845386.36,8746.94
24266,6017.660000000001,845473.84,8747.93
24267,6017.67,845561.33,8748.92
24268,6017.68,845648.82,8749.91
24269,6017.6900000000005,845736.33,8750.9
24270,6017.7,845823.85,8751.89
24271,6017.71,845911.38,8752.88
24272,6017.72,845998.91,8753.87
24273,6017.73,846086.46,8754.86
24274,6017.74,846174.02,8755.85
24275,6017.75,846261.58,8756.84
24276,6017.76,846349.16,8757.83
24277,6017.7699999999995,846436.75,8758.82
24278,6017.78,846524.35,8759.81
24279,6017.79,846611.95,8760.8
24280,6017.8,846699.57,8761.79
24281,6017.81,846787.2,8762.78
24282,6017.820000000001,846874.83,8763.77
24283,6017.83,846962.48,8764.76
24284,6017.84,847050.14,8765.75
24285,6017.85,847137.8,8766.74
24286,6017.860000000001,847225.48,8767.73
24287,6017.87,847313.17,8768.72
24288,6017.88,847400.86,8769.71
24289,6017.89,847488.57,8770.7
24290,6017.9,847576.28,8771.69
24291,6017.91,847664.01,8772.68
24292,6017.92,847751.75,8773.67
24293,6017.929999999999,847839.49,8774.66
24294,6017.94,847927.25,8775.65
24295,6017.95,848015.02,8776.64
24296,6017.96,848102.79,8777.63
24297,6017.969999999999,848190.58,8778.62
24298,6017.98,848278.37,8779.61
24299,6017.99,848366.18,8780.6
24300,6018.0,848453.99,8781.59
24301,6018.01,848541.81,8782.48
24302,6018.02,848629.64,8783.36
24303,6018.03,848717.48,8784.25
24304,6018.04,848805.33,8785.14
24305,6018.05,848893.19,8786.03
24306,6018.06,848981.05,8786.91
24307,6018.07,849068.93,8787.8
24308,6018.08,849156.81,8788.69
24309,6018.09,849244.7,8789.57
24310,6018.1,849332.6,8790.46
24311,6018.110000000001,849420.52,8791.35
24312,6018.120000000001,849508.44,8792.24
24313,6018.13,849596.36,8793.12
24314,6018.14,849684.3,8794.01
24315,6018.150000000001,849772.25,8794.9
24316,6018.160000000001,849860.21,8795.79
24317,6018.17,849948.17,8796.67
24318,6018.18,850036.14,8797.56
24319,6018.1900000000005,850124.13,8798.45
24320,6018.2,850212.12,8799.33
24321,6018.21,850300.12,8800.22
24322,6018.22,850388.13,8801.11
24323,6018.23,850476.15,8802.0
24324,6018.24,850564.18,8802.88
24325,6018.25,850652.22,8803.77
24326,6018.26,850740.26,8804.66
24327,6018.2699999999995,850828.32,8805.54
24328,6018.28,850916.38,8806.43
24329,6018.29,851004.45,8807.32
24330,6018.3,851092.54,8808.21
24331,6018.31,851180.63,8809.09
24332,6018.320000000001,851268.73,8809.98
24333,6018.33,851356.84,8810.87
24334,6018.34,851444.96,8811.76
24335,6018.35,851533.08,8812.64
24336,6018.360000000001,851621.22,8813.53
24337,6018.37,851709.37,8814.42
24338,6018.38,851797.52,8815.3
24339,6018.39,851885.69,8816.19
24340,6018.4,851973.86,8817.08
24341,6018.41,852062.04,8817.97
24342,6018.42,852150.23,8818.85
24343,6018.429999999999,852238.43,8819.74
24344,6018.44,852326.64,8820.63
24345,6018.45,852414.86,8821.52
24346,6018.46,852503.09,8822.4
24347,6018.469999999999,852591.32,8823.29
24348,6018.48,852679.57,8824.18
24349,6018.49,852767.82,8825.06
24350,6018.5,852856.08,8825.95
24351,6018.51,852944.36,8826.84
24352,6018.52,853032.64,8827.73
24353,6018.53,853120.93,8828.61
24354,6018.54,853209.23,8829.5
24355,6018.55,853297.53,8830.39
24356,6018.56,853385.85,8831.27
24357,6018.57,853474.18,8832.16
24358,6018.58,853562.51,8833.05
24359,6018.59,853650.86,8833.94
24360,6018.6,853739.21,8834.82
24361,6018.610000000001,853827.57,8835.71
24362,6018.620000000001,853915.95,8836.6
24363,6018.63,854004.33,8837.49
24364,6018.64,854092.72,8838.37
24365,6018.650000000001,854181.12,8839.26
24366,6018.660000000001,854269.52,8840.15
24367,6018.67,854357.94,8841.03
24368,6018.68,854446.37,8841.92
24369,6018.6900000000005,854534.8,8842.81
24370,6018.7,854623.24,8843.7
24371,6018.71,854711.7,8844.58
24372,6018.72,854800.16,8845.47
24373,6018.73,854888.63,8846.36
24374,6018.74,854977.11,8847.24
24375,6018.75,855065.6,8848.13
24376,6018.76,855154.1,8849.02
24377,6018.7699999999995,855242.6,8849.91
24378,6018.78,855331.12,8850.79
