,Elevation (ft),Capacity (ac-ft),Area (ac)
2640,5801.4,17938.31,862.25
2641,5801.41,17946.93,862.39
2642,5801.42,17955.55,862.53
2643,5801.429999999999,17964.17,862.67
2644,5801.44,17972.8,862.82
2645,5801.45,17981.43,862.96
2646,5801.46,17990.05,863.1
2647,5801.469999999999,17998.68,863.24
2648,5801.48,18007.31,863.38
2649,5801.49,18015.95,863.53
2650,5801.5,18024.58,863.67
2651,5801.51,18033.22,863.81
2652,5801.52,18041.85,863.95
2653,5801.53,18050.49,864.09
2654,5801.54,18059.13,864.23
2655,5801.55,18067.77,864.38
2656,5801.56,18076.41,864.52
2657,5801.57,18085.06,864.66
2658,5801.58,18093.7,864.8
2659,5801.59,18102.35,864.94
2660,5801.6,18110.99,865.09
2661,5801.610000000001,18119.64,865.23
2662,5801.620000000001,18128.29,865.37
2663,5801.63,18136.95,865.51
2664,5801.64,18145.6,865.65
2665,5801.650000000001,18154.25,865.8
2666,5801.660000000001,18162.91,865.94
2667,5801.67,18171.57,866.08
2668,5801.68,18180.22,866.22
2669,5801.6900000000005,18188.88,866.36
2670,5801.7,18197.55,866.51
2671,5801.71,18206.21,866.65
2672,5801.72,18214.87,866.79
2673,5801.73,18223.54,866.93
2674,5801.74,18232.2,867.07
2675,5801.75,18240.87,867.21
2676,5801.76,18249.54,867.36
2677,5801.7699999999995,18258.21,867.5
2678,5801.78,18266.89,867.64
2679,5801.79,18275.56,867.78
2680,5801.8,18284.23,867.92
2681,5801.81,18292.91,868.07
2682,5801.820000000001,18301.59,868.21
2683,5801.83,18310.27,868.35
2684,5801.84,18318.95,868.49
2685,5801.85,18327.63,868.63
2686,5801.860000000001,18336.31,868.78
2687,5801.87,18345.0,868.92
2688,5801.88,18353.68,869.06
2689,5801.89,18362.37,869.2
2690,5801.9,18371.06,869.34
2691,5801.91,18379.75,869.48
2692,5801.92,18388.44,869.63
2693,5801.929999999999,18397.13,869.77
2694,5801.94,18405.83,869.91
2695,5801.95,18414.52,870.05
2696,5801.96,18423.22,870.19
2697,5801.969999999999,18431.92,870.34
2698,5801.98,18440.62,870.48
2699,5801.99,18449.32,870.62
2700,5802.0,18458.02,870.76
2701,5802.01,18466.73,870.9
2702,5802.02,18475.44,871.03
2703,5802.03,18484.15,871.17
2704,5802.04,18492.86,871.3
2705,5802.05,18501.58,871.44
2706,5802.06,18510.29,871.57
2707,5802.07,18519.01,871.71
2708,5802.08,18527.73,871.84
2709,5802.09,18536.45,871.98
2710,5802.1,18545.17,872.11
2711,5802.110000000001,18553.89,872.25
2712,5802.120000000001,18562.61,872.38
2713,5802.13,18571.34,872.52
2714,5802.14,18580.06,872.65
2715,5802.150000000001,18588.79,872.79
2716,5802.160000000001,18597.52,872.92
2717,5802.17,18606.25,873.06
2718,5802.18,18614.98,873.2
2719,5802.1900000000005,18623.71,873.33
2720,5802.2,18632.44,873.47
2721,5802.21,18641.18,873.6
2722,5802.22,18649.92,873.74
2723,5802.23,18658.65,873.87
2724,5802.24,18667.39,874.01
2725,5802.25,18676.13,874.14
2726,5802.26,18684.88,874.28
2727,5802.2699999999995,18693.62,874.41
2728,5802.28,18702.36,874.55
2729,5802.29,18711.11,874.68
2730,5802.3,18719.86,874.82
2731,5802.31,18728.61,874.95
2732,5802.320000000001,18737.36,875.09
2733,5802.33,18746.11,875.22
2734,5802.34,18754.86,875.36
2735,5802.35,18763.61,875.49
2736,5802.360000000001,18772.37,875.63
2737,5802.37,18781.13,875.76
2738,5802.38,18789.88,875.9
2739,5802.39,18798.64,876.03
2740,5802.4,18807.4,876.17
2741,5802.41,18816.17,876.3
2742,5802.42,18824.93,876.44
2743,5802.429999999999,18833.69,876.58
2744,5802.44,18842.46,876.71
2745,5802.45,18851.23,876.85
2746,5802.46,18860.0,876.98
2747,5802.469999999999,18868.77,877.12
2748,5802.48,18877.54,877.25
2749,5802.49,18886.31,877.39
2750,5802.5,18895.08,877.52
2751,5802.51,18903.86,877.66
2752,5802.52,18912.64,877.79
2753,5802.53,18921.42,877.93
2754,5802.54,18930.2,878.06
2755,5802.55,18938.98,878.2
2756,5802.56,18947.76,878.33
2757,5802.57,18956.54,878.47
2758,5802.58,18965.33,878.6
2759,5802.59,18974.11,878.74
2760,5802.6,18982.9,878.87
2761,5802.610000000001,18991.69,879.01
2762,5802.620000000001,19000.48,879.14
2763,5802.63,19009.27,879.28
2764,5802.64,19018.06,879.41
2765,5802.650000000001,19026.86,879.55
2766,5802.660000000001,19035.65,879.68
2767,5802.67,19044.45,879.82
2768,5802.68,19053.25,879.96
2769,5802.6900000000005,19062.05,880.09
2770,5802.7,19070.85,880.23
2771,5802.71,19079.65,880.36
2772,5802.72,19088.46,880.5
2773,5802.73,19097.26,880.63
2774,5802.74,19106.07,880.77
2775,5802.75,19114.88,880.9
2776,5802.76,19123.69,881.04
2777,5802.7699999999995,19132.5,881.17
2778,5802.78,19141.31,881.31
2779,5802.79,19150.12,881.44
2780,5802.8,19158.94,881.58
2781,5802.81,19167.75,881.71
2782,5802.820000000001,19176.57,881.85
2783,5802.83,19185.39,881.98
2784,5802.84,19194.21,882.12
2785,5802.85,19203.03,882.25
2786,5802.860000000001,19211.85,882.39
2787,5802.87,19220.68,882.52
2788,5802.88,19229.5,882.66
2789,5802.89,19238.33,882.79
2790,5802.9,19247.16,882.93
2791,5802.91,19255.98,883.06
2792,5802.92,19264.82,883.2
2793,5802.929999999999,19273.65,883.34
2794,5802.94,19282.48,883.47
2795,5802.95,19291.32,883.61
2796,5802.96,19300.15,883.74
2797,5802.969999999999,19308.99,883.88
2798,5802.98,19317.83,884.01
2799,5802.99,19326.67,884.15
2800,5803.0,19335.51,884.28
2801,5803.01,19344.35,884.41
2802,5803.02,19353.2,884.54
2803,5803.03,19362.04,884.67
2804,5803.04,19370.89,884.79
2805,5803.05,19379.74,884.92
2806,5803.06,19388.59,885.05
2807,5803.07,19397.44,885.18
2808,5803.08,19406.29,885.31
2809,5803.09,19415.15,885.43
2810,5803.1,19424.0,885.56
2811,5803.110000000001,19432.86,885.69
2812,5803.120000000001,19441.72,885.82
2813,5803.13,19450.58,885.95
2814,5803.14,19459.44,886.07
2815,5803.150000000001,19468.3,886.2
2816,5803.160000000001,19477.16,886.33
2817,5803.17,19486.03,886.46
2818,5803.18,19494.89,886.59
2819,5803.1900000000005,19503.76,886.71
2820,5803.2,19512.63,886.84
2821,5803.21,19521.5,886.97
2822,5803.22,19530.37,887.1
2823,5803.23,19539.24,887.23
2824,5803.24,19548.12,887.35
2825,5803.25,19556.99,887.48
2826,5803.26,19565.87,887.61
2827,5803.2699999999995,19574.75,887.74
2828,5803.28,19583.63,887.87
2829,5803.29,19592.51,887.99
2830,5803.3,19601.39,888.12
2831,5803.31,19610.27,888.25
2832,5803.320000000001,19619.16,888.38
2833,5803.33,19628.04,888.51
2834,5803.34,19636.93,888.63
2835,5803.35,19645.82,888.76
2836,5803.360000000001,19654.71,888.89
2837,5803.37,19663.6,889.02
2838,5803.38,19672.49,889.15
2839,5803.39,19681.38,889.27
2840,5803.4,19690.28,889.4
2841,5803.41,19699.18,889.53
2842,5803.42,19708.07,889.66
2843,5803.429999999999,19716.97,889.79
2844,5803.44,19725.87,889.92
2845,5803.45,19734.78,890.04
2846,5803.46,19743.68,890.17
2847,5803.469999999999,19752.58,890.3
2848,5803.48,19761.49,890.43
2849,5803.49,19770.39,890.56
2850,5803.5,19779.3,890.68
2851,5803.51,19788.21,890.81
2852,5803.52,19797.12,890.94
2853,5803.53,19806.04,891.07
2854,5803.54,19814.95,891.2
2855,5803.55,19823.86,891.32
2856,5803.56,19832.78,891.45
2857,5803.57,19841.7,891.58
2858,5803.58,19850.62,891.71
2859,5803.59,19859.54,891.84
2860,5803.6,19868.46,891.96
2861,5803.610000000001,19877.38,892.09
2862,5803.620000000001,19886.31,892.22
2863,5803.63,19895.23,892.35
2864,5803.64,19904.16,892.48
2865,5803.650000000001,19913.09,892.6
2866,5803.660000000001,19922.02,892.73
2867,5803.67,19930.95,892.86
2868,5803.68,19939.88,892.99
2869,5803.6900000000005,19948.81,893.12
2870,5803.7,19957.75,893.24
2871,5803.71,19966.68,893.37
2872,5803.72,19975.62,893.5
2873,5803.73,19984.56,893.63
2874,5803.74,19993.5,893.76
2875,5803.75,20002.44,893.88
2876,5803.76,20011.38,894.01
2877,5803.7699999999995,20020.33,894.14
2878,5803.78,20029.27,894.27
2879,5803.79,20038.22,894.4
2880,5803.8,20047.17,894.52
2881,5803.81,20056.12,894.65
2882,5803.820000000001,20065.07,894.78
2883,5803.83,20074.02,894.91
2884,5803.84,20082.97,895.04
2885,5803.85,20091.93,895.16
2886,5803.860000000001,20100.88,895.29
2887,5803.87,20109.84,895.42
2888,5803.88,20118.8,895.55
2889,5803.89,20127.76,895.68
2890,5803.9,20136.72,895.8
2891,5803.91,20145.68,895.93
2892,5803.92,20154.64,896.06
2893,5803.929999999999,20163.61,896.19
2894,5803.94,20172.58,896.32
2895,5803.95,20181.54,896.44
2896,5803.96,20190.51,896.57
2897,5803.969999999999,20199.48,896.7
2898,5803.98,20208.46,896.83
2899,5803.99,20217.43,896.96
2900,5804.0,20226.4,897.09
2901,5804.01,20235.37,897.19
2902,5804.02,20244.35,897.3
2903,5804.03,20253.32,897.4
2904,5804.04,20262.29,897.51
2905,5804.05,20271.27,897.62
2906,5804.06,20280.25,897.72
2907,5804.07,20289.22,897.83
2908,5804.08,20298.2,897.93
2909,5804.09,20307.18,898.04
2910,5804.1,20316.16,898.15
2911,5804.110000000001,20325.15,898.25
2912,5804.120000000001,20334.13,898.36
2913,5804.13,20343.11,898.47
2914,5804.14,20352.1,898.57
2915,5804.150000000001,20361.08,898.68
2916,5804.160000000001,20370.07,898.78
2917,5804.17,20379.06,898.89
2918,5804.18,20388.05,899.0
2919,5804.1900000000005,20397.04,899.1
2920,5804.2,20406.03,899.21
2921,5804.21,20415.02,899.32
2922,5804.22,20424.02,899.42
2923,5804.23,20433.01,899.53
2924,5804.24,20442.01,899.63
2925,5804.25,20451.0,899.74
2926,5804.26,20460.0,899.85
2927,5804.2699999999995,20469.0,899.95
2928,5804.28,20478.0,900.06
2929,5804.29,20487.0,900.16
2930,5804.3,20496.0,900.27
2931,5804.31,20505.01,900.38
2932,5804.320000000001,20514.01,900.48
2933,5804.33,20523.01,900.59
2934,5804.34,20532.02,900.7
2935,5804.35,20541.03,900.8
2936,5804.360000000001,20550.04,900.91
2937,5804.37,20559.05,901.01
2938,5804.38,20568.06,901.12
2939,5804.39,20577.07,901.23
2940,5804.4,20586.08,901.33
2941,5804.41,20595.09,901.44
2942,5804.42,20604.11,901.55
2943,5804.429999999999,20613.12,901.65
2944,5804.44,20622.14,901.76
2945,5804.45,20631.16,901.86
2946,5804.46,20640.18,901.97
2947,5804.469999999999,20649.2,902.08
2948,5804.48,20658.22,902.18
2949,5804.49,20667.24,902.29
2950,5804.5,20676.26,902.39
2951,5804.51,20685.29,902.5
2952,5804.52,20694.31,902.61
2953,5804.53,20703.34,902.71
2954,5804.54,20712.37,902.82
2955,5804.55,20721.39,902.93
2956,5804.56,20730.42,903.03
2957,5804.57,20739.45,903.14
2958,5804.58,20748.49,903.24
2959,5804.59,20757.52,903.35
2960,5804.6,20766.55,903.46
2961,5804.610000000001,20775.59,903.56
2962,5804.620000000001,20784.62,903.67
2963,5804.63,20793.66,903.78
2964,5804.64,20802.7,903.88
2965,5804.650000000001,20811.74,903.99
2966,5804.660000000001,20820.78,904.09
2967,5804.67,20829.82,904.2
2968,5804.68,20838.86,904.31
2969,5804.6900000000005,20847.9,904.41
2970,5804.7,20856.95,904.52
2971,5804.71,20865.99,904.62
2972,5804.72,20875.04,904.73
2973,5804.73,20884.08,904.84
2974,5804.74,20893.13,904.94
2975,5804.75,20902.18,905.05
2976,5804.76,20911.23,905.16
2977,5804.7699999999995,20920.28,905.26
2978,5804.78,20929.34,905.37
2979,5804.79,20938.39,905.47
2980,5804.8,20947.45,905.58
2981,5804.81,20956.5,905.69
2982,5804.820000000001,20965.56,905.79
2983,5804.83,20974.62,905.9
2984,5804.84,20983.67,906.01
2985,5804.85,20992.73,906.11
2986,5804.860000000001,21001.8,906.22
2987,5804.87,21010.86,906.32
2988,5804.88,21019.92,906.43
2989,5804.89,21028.98,906.54
2990,5804.9,21038.05,906.64
2991,5804.91,21047.12,906.75
2992,5804.92,21056.18,906.85
2993,5804.929999999999,21065.25,906.96
2994,5804.94,21074.32,907.07
2995,5804.95,21083.39,907.17
2996,5804.96,21092.46,907.28
2997,5804.969999999999,21101.54,907.39
2998,5804.98,21110.61,907.49
2999,5804.99,21119.68,907.6
3000,5805.0,21128.76,907.7
3001,5805.01,21137.84,907.82
3002,5805.02,21146.92,907.93
3003,5805.03,21156.0,908.05
3004,5805.04,21165.08,908.16
3005,5805.05,21174.16,908.27
3006,5805.06,21183.24,908.39
3007,5805.07,21192.33,908.5
3008,5805.08,21201.41,908.62
3009,5805.09,21210.5,908.73
3010,5805.1,21219.59,908.84
3011,5805.110000000001,21228.68,908.96
3012,5805.120000000001,21237.76,909.07
3013,5805.13,21246.86,909.19
3014,5805.14,21255.95,909.3
3015,5805.150000000001,21265.04,909.41
3016,5805.160000000001,21274.14,909.53
3017,5805.17,21283.23,909.64
3018,5805.18,21292.33,909.76
3019,5805.1900000000005,21301.42,909.87
3020,5805.2,21310.52,909.98
3021,5805.21,21319.62,910.1
3022,5805.22,21328.72,910.21
3023,5805.23,21337.83,910.33
3024,5805.24,21346.93,910.44
3025,5805.25,21356.03,910.55
3026,5805.26,21365.14,910.67
3027,5805.2699999999995,21374.25,910.78
3028,5805.28,21383.35,910.9
3029,5805.29,21392.46,911.01
3030,5805.3,21401.57,911.12
3031,5805.31,21410.68,911.24
3032,5805.320000000001,21419.79,911.35
3033,5805.33,21428.91,911.47
3034,5805.34,21438.02,911.58
3035,5805.35,21447.14,911.69
3036,5805.360000000001,21456.25,911.81
3037,5805.37,21465.37,911.92
3038,5805.38,21474.49,912.04
3039,5805.39,21483.61,912.15
3040,5805.4,21492.73,912.26
3041,5805.41,21501.85,912.38
3042,5805.42,21510.98,912.49
3043,5805.429999999999,21520.1,912.6
3044,5805.44,21529.22,912.72
3045,5805.45,21538.35,912.83
3046,5805.46,21547.48,912.95
3047,5805.469999999999,21556.61,913.06
3048,5805.48,21565.74,913.17
3049,5805.49,21574.87,913.29
3050,5805.5,21584.0,913.4
3051,5805.51,21593.13,913.52
3052,5805.52,21602.27,913.63
3053,5805.53,21611.4,913.74
3054,5805.54,21620.54,913.86
3055,5805.55,21629.68,913.97
3056,5805.56,21638.82,914.09
3057,5805.57,21647.95,914.2
3058,5805.58,21657.1,914.31
3059,5805.59,21666.24,914.43
3060,5805.6,21675.38,914.54
3061,5805.610000000001,21684.52,914.66
3062,5805.620000000001,21693.67,914.77
3063,5805.63,21702.82,914.88
3064,5805.64,21711.96,915.0
3065,5805.650000000001,21721.11,915.11
3066,5805.660000000001,21730.26,915.23
3067,5805.67,21739.41,915.34
3068,5805.68,21748.57,915.45
3069,5805.6900000000005,21757.72,915.57
3070,5805.7,21766.87,915.68
3071,5805.71,21776.03,915.8
3072,5805.72,21785.18,915.91
3073,5805.73,21794.34,916.02
3074,5805.74,21803.5,916.14
3075,5805.75,21812.66,916.25
3076,5805.76,21821.82,916.37
3077,5805.7699999999995,21830.98,916.48
3078,5805.78,21840.15,916.59
3079,5805.79,21849.31,916.71
3080,5805.8,21858.48,916.82
3081,5805.81,21867.64,916.94
3082,5805.820000000001,21876.81,917.05
3083,5805.83,21885.98,917.16
3084,5805.84,21895.15,917.28
3085,5805.85,21904.32,917.39
3086,5805.860000000001,21913.49,917.51
3087,5805.87,21922.66,917.62
3088,5805.88,21931.84,917.73
3089,5805.89,21941.01,917.85
3090,5805.9,21950.19,917.96
3091,5805.91,21959.37,918.08
3092,5805.92,21968.55,918.19
3093,5805.929999999999,21977.73,918.3
3094,5805.94,21986.91,918.42
3095,5805.95,21996.09,918.53
3096,5805.96,22005.27,918.65
3097,5805.969999999999,22014.46,918.76
3098,5805.98,22023.64,918.87
3099,5805.99,22032.83,918.99
3100,5806.0,22042.01,919.1
3101,5806.01,22051.21,919.21
3102,5806.02,22060.4,919.33
3103,5806.03,22069.59,919.44
3104,5806.04,22078.79,919.55
3105,5806.05,22087.98,919.67
3106,5806.06,22097.18,919.78
3107,5806.07,22106.38,919.89
3108,5806.08,22115.58,920.0
3109,5806.09,22124.78,920.12
3110,5806.1,22133.98,920.23
3111,5806.110000000001,22143.18,920.34
3112,5806.120000000001,22152.39,920.46
3113,5806.13,22161.59,920.57
3114,5806.14,22170.8,920.68
3115,5806.150000000001,22180.0,920.79
3116,5806.160000000001,22189.21,920.91
3117,5806.17,22198.42,921.02
3118,5806.18,22207.63,921.13
3119,5806.1900000000005,22216.84,921.25
3120,5806.2,22226.06,921.36
3121,5806.21,22235.27,921.47
3122,5806.22,22244.48,921.58
3123,5806.23,22253.7,921.7
3124,5806.24,22262.92,921.81
3125,5806.25,22272.14,921.92
3126,5806.26,22281.36,922.04
3127,5806.2699999999995,22290.58,922.15
3128,5806.28,22299.8,922.26
3129,5806.29,22309.02,922.37
3130,5806.3,22318.24,922.49
3131,5806.31,22327.47,922.6
3132,5806.320000000001,22336.69,922.71
3133,5806.33,22345.92,922.83
3134,5806.34,22355.15,922.94
3135,5806.35,22364.38,923.05
3136,5806.360000000001,22373.61,923.16
3137,5806.37,22382.84,923.28
3138,5806.38,22392.07,923.39
3139,5806.39,22401.31,923.5
3140,5806.4,22410.54,923.62
3141,5806.41,22419.78,923.73
3142,5806.42,22429.01,923.84
3143,5806.429999999999,22438.25,923.95
3144,5806.44,22447.49,924.07
3145,5806.45,22456.73,924.18
3146,5806.46,22465.97,924.29
3147,5806.469999999999,22475.22,924.41
3148,5806.48,22484.46,924.52
3149,5806.49,22493.7,924.63
3150,5806.5,22502.95,924.74
3151,5806.51,22512.2,924.86
3152,5806.52,22521.44,924.97
3153,5806.53,22530.69,925.08
3154,5806.54,22539.94,925.2
3155,5806.55,22549.2,925.31
3156,5806.56,22558.45,925.42
3157,5806.57,22567.7,925.53
3158,5806.58,22576.96,925.65
3159,5806.59,22586.21,925.76
3160,5806.6,22595.47,925.87
3161,5806.610000000001,22604.73,925.99
3162,5806.620000000001,22613.99,926.1
3163,5806.63,22623.25,926.21
3164,5806.64,22632.51,926.32
3165,5806.650000000001,22641.77,926.44
3166,5806.660000000001,22651.03,926.55
3167,5806.67,22660.3,926.66
3168,5806.68,22669.56,926.78
3169,5806.6900000000005,22678.83,926.89
3170,5806.7,22688.1,927.0
3171,5806.71,22697.37,927.11
3172,5806.72,22706.64,927.23
3173,5806.73,22715.91,927.34
3174,5806.74,22725.18,927.45
3175,5806.75,22734.46,927.57
3176,5806.76,22743.73,927.68
3177,5806.7699999999995,22753.01,927.79
3178,5806.78,22762.28,927.9
3179,5806.79,22771.56,928.02
3180,5806.8,22780.84,928.13
3181,5806.81,22790.12,928.24
3182,5806.820000000001,22799.4,928.36
3183,5806.83,22808.68,928.47
3184,5806.84,22817.97,928.58
3185,5806.85,22827.25,928.69
3186,5806.860000000001,22836.54,928.81
3187,5806.87,22845.83,928.92
3188,5806.88,22855.11,929.03
3189,5806.89,22864.4,929.14
3190,5806.9,22873.69,929.26
3191,5806.91,22882.98,929.37
3192,5806.92,22892.28,929.48
3193,5806.929999999999,22901.57,929.6
3194,5806.94,22910.86,929.71
3195,5806.95,22920.16,929.82
3196,5806.96,22929.46,929.93
3197,5806.969999999999,22938.75,930.05
3198,5806.98,22948.05,930.16
3199,5806.99,22957.35,930.27
3200,5807.0,22966.65,930.39
3201,5807.01,22975.96,930.51
3202,5807.02,22985.26,930.63
3203,5807.03,22994.57,930.75
3204,5807.04,23003.88,930.87
3205,5807.05,23013.19,930.98
3206,5807.06,23022.5,931.1
3207,5807.07,23031.81,931.22
3208,5807.08,23041.12,931.34
3209,5807.09,23050.44,931.46
3210,5807.1,23059.75,931.58
3211,5807.110000000001,23069.07,931.7
3212,5807.120000000001,23078.38,931.82
3213,5807.13,23087.7,931.94
3214,5807.14,23097.02,932.06
3215,5807.150000000001,23106.34,932.18
3216,5807.160000000001,23115.66,932.3
3217,5807.17,23124.99,932.42
3218,5807.18,23134.31,932.54
3219,5807.1900000000005,23143.63,932.66
3220,5807.2,23152.96,932.78
3221,5807.21,23162.29,932.9
3222,5807.22,23171.62,933.02
3223,5807.23,23180.95,933.14
3224,5807.24,23190.28,933.26
3225,5807.25,23199.61,933.38
3226,5807.26,23208.94,933.5
3227,5807.2699999999995,23218.28,933.62
3228,5807.28,23227.61,933.74
3229,5807.29,23236.95,933.86
3230,5807.3,23246.28,933.98
3231,5807.31,23255.62,934.1
3232,5807.320000000001,23264.96,934.22
3233,5807.33,23274.3,934.34
3234,5807.34,23283.65,934.46
3235,5807.35,23292.99,934.58
3236,5807.360000000001,23302.33,934.69
3237,5807.37,23311.68,934.81
3238,5807.38,23321.03,934.93
3239,5807.39,23330.37,935.05
3240,5807.4,23339.72,935.17
3241,5807.41,23349.07,935.29
3242,5807.42,23358.42,935.41
3243,5807.429999999999,23367.78,935.53
3244,5807.44,23377.13,935.65
3245,5807.45,23386.48,935.77
3246,5807.46,23395.84,935.89
3247,5807.469999999999,23405.2,936.01
3248,5807.48,23414.55,936.13
3249,5807.49,23423.91,936.25
3250,5807.5,23433.27,936.37
3251,5807.51,23442.64,936.49
3252,5807.52,23452.0,936.61
3253,5807.53,23461.36,936.73
3254,5807.54,23470.73,936.85
3255,5807.55,23480.09,936.97
3256,5807.56,23489.46,937.09
3257,5807.57,23498.83,937.21
3258,5807.58,23508.2,937.33
3259,5807.59,23517.57,937.45
3260,5807.6,23526.94,937.57
3261,5807.610000000001,23536.31,937.69
3262,5807.620000000001,23545.69,937.81
3263,5807.63,23555.06,937.93
3264,5807.64,23564.44,938.05
3265,5807.650000000001,23573.82,938.17
3266,5807.660000000001,23583.2,938.29
3267,5807.67,23592.57,938.41
3268,5807.68,23601.96,938.52
3269,5807.6900000000005,23611.34,938.64
3270,5807.7,23620.72,938.76
3271,5807.71,23630.11,938.88
3272,5807.72,23639.49,939.0
3273,5807.73,23648.88,939.12
3274,5807.74,23658.27,939.24
3275,5807.75,23667.65,939.36
3276,5807.76,23677.04,939.48
3277,5807.7699999999995,23686.44,939.6
3278,5807.78,23695.83,939.72
3279,5807.79,23705.22,939.84
3280,5807.8,23714.62,939.96
3281,5807.81,23724.01,940.08
3282,5807.820000000001,23733.41,940.2
3283,5807.83,23742.81,940.32
3284,5807.84,23752.21,940.44
3285,5807.85,23761.61,940.56
3286,5807.860000000001,23771.01,940.68
3287,5807.87,23780.41,940.8
3288,5807.88,23789.81,940.92
3289,5807.89,23799.22,941.04
3290,5807.9,23808.62,941.16
3291,5807.91,23818.03,941.28
3292,5807.92,23827.44,941.4
3293,5807.929999999999,23836.85,941.52
3294,5807.94,23846.26,941.64
3295,5807.95,23855.67,941.76
3296,5807.96,23865.08,941.88
3297,5807.969999999999,23874.5,942.0
3298,5807.98,23883.91,942.12
3299,5807.99,23893.33,942.24
3300,5808.0,23902.75,942.35
3301,5808.01,23912.17,942.49
3302,5808.02,23921.6,942.63
3303,5808.03,23931.02,942.77
3304,5808.04,23940.45,942.91
3305,5808.05,23949.88,943.05
3306,5808.06,23959.31,943.19
3307,5808.07,23968.75,943.33
3308,5808.08,23978.18,943.47
3309,5808.09,23987.61,943.61
3310,5808.1,23997.05,943.75
3311,5808.110000000001,24006.49,943.88
3312,5808.120000000001,24015.93,944.02
3313,5808.13,24025.37,944.16
3314,5808.14,24034.81,944.3
3315,5808.150000000001,24044.26,944.44
3316,5808.160000000001,24053.7,944.58
3317,5808.17,24063.15,944.72
3318,5808.18,24072.59,944.86
3319,5808.1900000000005,24082.04,945.0
3320,5808.2,24091.49,945.14
3321,5808.21,24100.95,945.27
3322,5808.22,24110.4,945.41
3323,5808.23,24119.85,945.55
3324,5808.24,24129.31,945.69
3325,5808.25,24138.77,945.83
3326,5808.26,24148.23,945.97
3327,5808.2699999999995,24157.69,946.11
3328,5808.28,24167.15,946.25
3329,5808.29,24176.61,946.39
3330,5808.3,24186.07,946.53
3331,5808.31,24195.54,946.67
3332,5808.320000000001,24205.01,946.8
3333,5808.33,24214.48,946.94
3334,5808.34,24223.95,947.08
3335,5808.35,24233.42,947.22
3336,5808.360000000001,24242.89,947.36
3337,5808.37,24252.36,947.5
3338,5808.38,24261.84,947.64
3339,5808.39,24271.32,947.78
3340,5808.4,24280.79,947.92
3341,5808.41,24290.27,948.06
3342,5808.42,24299.75,948.19
3343,5808.429999999999,24309.24,948.33
3344,5808.44,24318.72,948.47
3345,5808.45,24328.2,948.61
3346,5808.46,24337.69,948.75
3347,5808.469999999999,24347.18,948.89
3348,5808.48,24356.67,949.03
3349,5808.49,24366.16,949.17
3350,5808.5,24375.65,949.31
3351,5808.51,24385.14,949.45
3352,5808.52,24394.64,949.58
3353,5808.53,24404.13,949.72
3354,5808.54,24413.63,949.86
3355,5808.55,24423.13,950.0
3356,5808.56,24432.63,950.14
3357,5808.57,24442.13,950.28
3358,5808.58,24451.64,950.42
3359,5808.59,24461.14,950.56
3360,5808.6,24470.65,950.7
3361,5808.610000000001,24480.15,950.84
3362,5808.620000000001,24489.66,950.98
3363,5808.63,24499.17,951.11
3364,5808.64,24508.68,951.25
3365,5808.650000000001,24518.19,951.39
3366,5808.660000000001,24527.71,951.53
3367,5808.67,24537.22,951.67
3368,5808.68,24546.74,951.81
3369,5808.6900000000005,24556.26,951.95
3370,5808.7,24565.78,952.09
3371,5808.71,24575.3,952.23
3372,5808.72,24584.82,952.37
3373,5808.73,24594.35,952.5
3374,5808.74,24603.87,952.64
3375,5808.75,24613.4,952.78
3376,5808.76,24622.93,952.92
3377,5808.7699999999995,24632.45,953.06
3378,5808.78,24641.98,953.2
3379,5808.79,24651.52,953.34
3380,5808.8,24661.05,953.48
3381,5808.81,24670.58,953.62
3382,5808.820000000001,24680.12,953.76
3383,5808.83,24689.66,953.9
3384,5808.84,24699.2,954.03
3385,5808.85,24708.74,954.17
3386,5808.860000000001,24718.28,954.31
3387,5808.87,24727.82,954.45
3388,5808.88,24737.37,954.59
3389,5808.89,24746.91,954.73
3390,5808.9,24756.46,954.87
3391,5808.91,24766.01,955.01
3392,5808.92,24775.56,955.15
3393,5808.929999999999,24785.11,955.29
3394,5808.94,24794.66,955.42
3395,5808.95,24804.22,955.56
3396,5808.96,24813.77,955.7
3397,5808.969999999999,24823.33,955.84
3398,5808.98,24832.89,955.98
3399,5808.99,24842.45,956.12
3400,5809.0,24852.01,956.26
3401,5809.01,24861.57,956.39
3402,5809.02,24871.13,956.53
3403,5809.03,24880.7,956.66
3404,5809.04,24890.27,956.8
3405,5809.05,24899.84,956.93
3406,5809.06,24909.41,957.06
3407,5809.07,24918.98,957.2
3408,5809.08,24928.55,957.33
3409,5809.09,24938.12,957.47
3410,5809.1,24947.7,957.6
3411,5809.110000000001,24957.28,957.74
3412,5809.120000000001,24966.85,957.87
3413,5809.13,24976.43,958.0
3414,5809.14,24986.01,958.14
3415,5809.150000000001,24995.6,958.27
3416,5809.160000000001,25005.18,958.41
3417,5809.17,25014.76,958.54
3418,5809.18,25024.35,958.68
3419,5809.1900000000005,25033.94,958.81
3420,5809.2,25043.53,958.94
3421,5809.21,25053.12,959.08
3422,5809.22,25062.71,959.21
3423,5809.23,25072.3,959.35
3424,5809.24,25081.9,959.48
3425,5809.25,25091.49,959.62
3426,5809.26,25101.09,959.75
3427,5809.2699999999995,25110.69,959.89
3428,5809.28,25120.29,960.02
3429,5809.29,25129.89,960.15
3430,5809.3,25139.49,960.29
3431,5809.31,25149.09,960.42
